gene_symbol	gene_code	associations	mean_prediction
IQSEC3	HGNC:29193	0	 0.094
IQUB	HGNC:21995	0	 0.089
IRAK1	HGNC:6112	0	 0.202
IRAK1BP1	HGNC:17368	0	 0.094
IRAK2	HGNC:6113	0	 0.157
IRAK3	HGNC:17020	0	 0.129
IRAK4	HGNC:17967	0	 0.132
IREB2	HGNC:6115	0	 0.098
IRF1	HGNC:6116	0	 0.246
IRF2	HGNC:6117	0	 0.173
IRF2BP1	HGNC:21728	0	 0.098
IRF2BP2	HGNC:21729	0	 0.094
IRF2BPL	HGNC:14282	0	 0.105
IRF3	HGNC:6118	0	 0.146
IRF4	HGNC:6119	1	 0.457
IRF5	HGNC:6120	4	 8.140
IRF6	HGNC:6121	0	 0.129
IRF7	HGNC:6122	0	 0.231
IRF8	HGNC:5358	2	 4.314
IRF9	HGNC:6131	0	 0.204
IRG1	HGNC:33904	0	 0.099
IRGC	HGNC:28835	0	 0.091
IRGM	HGNC:29597	1	 0.306
IRGQ	HGNC:24868	0	 0.091
IRS1	HGNC:6125	2	 0.600
IRS2	HGNC:6126	0	 0.180
IRS4	HGNC:6128	0	 0.115
IRX1	HGNC:14358	0	 0.093
IRX2	HGNC:14359	0	 0.094
IRX3	HGNC:14360	0	 0.107
IRX4	HGNC:6129	0	 0.104
IRX5	HGNC:14361	0	 0.106
IRX6	HGNC:14675	0	 0.089
ISCA1	HGNC:28660	0	 0.099
ISCA2	HGNC:19857	0	 0.092
ISCU	HGNC:29882	0	 0.110
ISG15	HGNC:4053	0	 0.208
ISG20	HGNC:6130	0	 0.182
ISG20L2	HGNC:25745	0	 0.101
ISL1	HGNC:6132	0	 0.121
ISL2	HGNC:18524	0	 0.096
ISLR	HGNC:6133	0	 0.096
ISLR2	HGNC:29286	0	 0.089
ISM1	HGNC:16213	0	 0.086
ISM2	HGNC:23176	0	 0.085
ISOC1	HGNC:24254	0	 0.105
ISOC2	HGNC:26278	0	 0.096
ISPD	HGNC:37276	0	 0.083
IST1	HGNC:28977	0	 0.102
ISX	HGNC:28084	0	 0.090
ISY1	HGNC:29201	0	 0.092
ISYNA1	HGNC:29821	0	 0.106
ITCH	HGNC:13890	0	 0.127
ITFG1	HGNC:30697	0	 0.099
ITFG2	HGNC:30879	0	 0.090
ITFG3	HGNC:14163	0	 0.093
ITGA1	HGNC:6134	0	 0.129
ITGA10	HGNC:6135	0	 0.116
ITGA11	HGNC:6136	0	 0.104
ITGA2	HGNC:6137	0	 0.155
ITGA2B	HGNC:6138	0	 0.123
ITGA3	HGNC:6139	0	 0.158
ITGA4	HGNC:6140	0	 0.199
ITGA5	HGNC:6141	0	 0.152
ITGA6	HGNC:6142	1	 0.300
ITGA7	HGNC:6143	0	 0.124
ITGA8	HGNC:6144	0	 0.118
ITGA9	HGNC:6145	0	 0.126
ITGAD	HGNC:6146	0	 0.094
ITGAE	HGNC:6147	0	 0.120
ITGAL	HGNC:6148	1	 0.560
ITGAM	HGNC:6149	1	 0.551
ITGAV	HGNC:6150	0	 0.157
ITGAX	HGNC:6152	0	 0.152
ITGB1	HGNC:6153	0	 0.175
ITGB1BP1	HGNC:23927	0	 0.107
ITGB1BP2	HGNC:6154	0	 0.100
ITGB2	HGNC:6155	0	 0.267
ITGB3	HGNC:6156	0	 0.144
ITGB3BP	HGNC:6157	0	 0.111
ITGB4	HGNC:6158	0	 0.127
ITGB5	HGNC:6160	0	 0.136
ITGB6	HGNC:6161	0	 0.119
ITGB7	HGNC:6162	0	 0.171
ITGB8	HGNC:6163	0	 0.152
ITGBL1	HGNC:6164	0	 0.103
ITIH1	HGNC:6166	0	 0.099
ITIH2	HGNC:6167	0	 0.103
ITIH3	HGNC:6168	0	 0.102
ITIH4	HGNC:6169	0	 0.110
ITIH5	HGNC:21449	0	 0.112
ITIH6	HGNC:28907	0	 0.086
ITK	HGNC:6171	0	 0.204
ITLN1	HGNC:18259	1	 0.301
ITLN2	HGNC:20599	0	 0.084
ITM2A	HGNC:6173	0	 0.126
ITM2B	HGNC:6174	0	 0.121
ITM2C	HGNC:6175	0	 0.129
ITPA	HGNC:6176	0	 0.103
ITPK1	HGNC:6177	0	 0.117
ITPKA	HGNC:6178	0	 0.110
ITPKB	HGNC:6179	0	 0.126
ITPKC	HGNC:14897	0	 0.103
ITPR1	HGNC:6180	1	 0.275
ITPR2	HGNC:6181	0	 0.452
ITPR3	HGNC:6182	1	 0.611
ITPRIP	HGNC:29370	0	 0.105
ITPRIPL1	HGNC:29371	0	 0.089
ITPRIPL2	HGNC:27257	0	 0.095
ITSN1	HGNC:6183	0	 0.136
ITSN2	HGNC:6184	0	 0.109
IVD	HGNC:6186	0	 0.110
IVL	HGNC:6187	0	 0.104
IVNS1ABP	HGNC:16951	0	 0.119
IWS1	HGNC:25467	0	 0.097
IYD	HGNC:21071	0	 0.090
IZUMO1	HGNC:28539	0	 0.090
IZUMO2	HGNC:28518	0	 0.084
IZUMO3	HGNC:31421	0	 0.083
IZUMO4	HGNC:26950	0	 0.090
JADE1	HGNC:30027	0	 0.117
JADE2	HGNC:22984	0	 0.124
JADE3	HGNC:22982	0	 0.101
JAG1	HGNC:6188	0	 0.155
JAG2	HGNC:6189	0	 0.123
JAGN1	HGNC:26926	0	 0.094
JAK1	HGNC:6190	0	 0.296
JAK2	HGNC:6192	2	 4.777
JAK3	HGNC:6193	0	 0.218
JAKMIP1	HGNC:26460	0	 0.105
JAKMIP2	HGNC:29067	0	 0.102
JAKMIP3	HGNC:23523	0	 0.088
JAM2	HGNC:14686	0	 0.112
JAM3	HGNC:15532	0	 0.122
JARID2	HGNC:6196	0	 0.131
JAZF1	HGNC:28917	1	 0.229
JDP2	HGNC:17546	0	 0.106
JKAMP	HGNC:20184	0	 0.092
JMJD1C	HGNC:12313	0	 0.130
JMJD4	HGNC:25724	0	 0.089
JMJD6	HGNC:19355	0	 0.100
JMJD7	HGNC:34397	0	 0.084
JMJD8	HGNC:14148	0	 0.091
JMY	HGNC:28916	0	 0.100
JOSD1	HGNC:28953	0	 0.107
JOSD2	HGNC:28853	0	 0.087
JPH1	HGNC:14201	0	 0.102
JPH2	HGNC:14202	0	 0.091
JPH3	HGNC:14203	0	 0.101
JPH4	HGNC:20156	0	 0.094
JRK	HGNC:6199	0	 0.096
JRKL	HGNC:6200	0	 0.095
JSRP1	HGNC:24963	0	 0.089
JTB	HGNC:6201	0	 0.101
JUN	HGNC:6204	0	 0.338
JUNB	HGNC:6205	0	 0.197
JUND	HGNC:6206	0	 0.151
JUP	HGNC:6207	0	 0.142
KAAG1	HGNC:21031	0	 0.086
KAL1	HGNC:6211	0	 0.112
KALRN	HGNC:4814	0	 0.124
KANK1	HGNC:19309	0	 0.118
KANK2	HGNC:29300	0	 0.100
KANK3	HGNC:24796	0	 0.097
KANK4	HGNC:27263	0	 0.093
KANSL1	HGNC:24565	0	 0.099
KANSL1L	HGNC:26310	0	 0.100
KANSL2	HGNC:26024	0	 0.099
KANSL3	HGNC:25473	0	 0.094
KARS	HGNC:6215	0	 0.110
KAT2A	HGNC:4201	0	 0.134
KAT2B	HGNC:8638	0	 0.170
KAT5	HGNC:5275	0	 0.119
KAT6A	HGNC:13013	0	 0.127
KAT6B	HGNC:17582	0	 0.117
KAT7	HGNC:17016	0	 0.112
KAT8	HGNC:17933	0	 0.107
KATNA1	HGNC:6216	0	 0.104
KATNAL1	HGNC:28361	0	 0.095
KATNAL2	HGNC:25387	0	 0.090
KATNB1	HGNC:6217	0	 0.112
KATNBL1	HGNC:26199	0	 0.100
KAZALD1	HGNC:25460	0	 0.097
KAZN	HGNC:29173	0	 0.100
KBTBD11	HGNC:29104	0	 0.102
KBTBD12	HGNC:25731	0	 0.088
KBTBD13	HGNC:37227	0	 0.083
KBTBD2	HGNC:21751	0	 0.106
KBTBD3	HGNC:22934	0	 0.085
KBTBD4	HGNC:23761	0	 0.094
KBTBD6	HGNC:25340	0	 0.092
KBTBD7	HGNC:25266	0	 0.094
KBTBD8	HGNC:30691	0	 0.106
KCMF1	HGNC:20589	0	 0.102
KCNA1	HGNC:6218	0	 0.124
KCNA10	HGNC:6219	0	 0.096
KCNA2	HGNC:6220	0	 0.117
KCNA3	HGNC:6221	0	 0.141
KCNA4	HGNC:6222	0	 0.121
KCNA5	HGNC:6224	0	 0.122
KCNA6	HGNC:6225	0	 0.116
KCNA7	HGNC:6226	0	 0.094
KCNAB1	HGNC:6228	0	 0.116
KCNAB2	HGNC:6229	0	 0.116
KCNAB3	HGNC:6230	0	 0.103
KCNB1	HGNC:6231	0	 0.110
KCNB2	HGNC:6232	0	 0.109
KCNC1	HGNC:6233	0	 0.116
KCNC2	HGNC:6234	0	 0.100
KCNC3	HGNC:6235	0	 0.109
KCNC4	HGNC:6236	0	 0.117
KCND1	HGNC:6237	0	 0.105
KCND2	HGNC:6238	0	 0.111
KCND3	HGNC:6239	0	 0.126
KCNE1	HGNC:6240	0	 0.113
KCNE1L	HGNC:6241	0	 0.101
KCNE2	HGNC:6242	0	 2.128
KCNE3	HGNC:6243	0	 0.093
KCNE4	HGNC:6244	0	 0.101
KCNF1	HGNC:6246	0	 0.102
KCNG1	HGNC:6248	0	 0.096
KCNG2	HGNC:6249	0	 0.097
KCNG3	HGNC:18306	0	 0.096
KCNG4	HGNC:19697	0	 0.097
KCNH1	HGNC:6250	0	 0.109
KCNH2	HGNC:6251	0	 0.143
KCNH3	HGNC:6252	0	 0.114
KCNH4	HGNC:6253	0	 0.102
KCNH5	HGNC:6254	0	 0.094
KCNH6	HGNC:18862	0	 0.092
KCNH7	HGNC:18863	0	 0.099
KCNH8	HGNC:18864	0	 0.095
KCNIP1	HGNC:15521	0	 0.094
KCNIP2	HGNC:15522	0	 0.108
KCNIP3	HGNC:15523	0	 0.104
KCNIP4	HGNC:30083	0	 0.096
KCNJ1	HGNC:6255	0	 0.116
KCNJ10	HGNC:6256	0	 0.123
KCNJ11	HGNC:6257	1	 0.224
KCNJ12	HGNC:6258	0	 0.111
KCNJ13	HGNC:6259	0	 0.092
KCNJ14	HGNC:6260	0	 0.106
KCNJ15	HGNC:6261	0	 0.129
KCNJ16	HGNC:6262	0	 0.109
KCNJ18	HGNC:39080	0	 0.083
KCNJ2	HGNC:6263	1	 0.228
KCNJ3	HGNC:6264	0	 0.115
KCNJ4	HGNC:6265	0	 0.122
KCNJ5	HGNC:6266	0	 0.108
KCNJ6	HGNC:6267	0	 0.110
KCNJ8	HGNC:6269	0	 0.138
KCNJ9	HGNC:6270	0	 0.102
KCNK1	HGNC:6272	0	 0.133
KCNK10	HGNC:6273	0	 0.113
KCNK12	HGNC:6274	0	 0.096
KCNK13	HGNC:6275	0	 0.098
KCNK15	HGNC:13814	0	 0.093
KCNK16	HGNC:14464	1	 0.172
KCNK17	HGNC:14465	0	 0.096
KCNK18	HGNC:19439	0	 0.092
KCNK2	HGNC:6277	0	 0.107
KCNK3	HGNC:6278	0	 0.125
KCNK4	HGNC:6279	0	 0.106
KCNK5	HGNC:6280	0	 0.120
KCNK6	HGNC:6281	0	 0.108
KCNK7	HGNC:6282	0	 0.103
KCNK9	HGNC:6283	0	 0.095
KCNMA1	HGNC:6284	0	 0.122
KCNMB1	HGNC:6285	0	 0.118
KCNMB2	HGNC:6286	0	 0.120
KCNMB3	HGNC:6287	0	 0.111
KCNMB4	HGNC:6289	0	 0.116
KCNN1	HGNC:6290	0	 0.113
KCNN2	HGNC:6291	0	 0.108
KCNN3	HGNC:6292	1	 0.233
KCNN4	HGNC:6293	1	 0.294
KCNQ1	HGNC:6294	1	 0.242
KCNQ2	HGNC:6296	0	 0.127
KCNQ3	HGNC:6297	0	 0.135
KCNQ4	HGNC:6298	0	 0.107
KCNQ5	HGNC:6299	1	 0.194
KCNRG	HGNC:18893	0	 0.089
KCNS1	HGNC:6300	0	 0.115
KCNS2	HGNC:6301	0	 0.098
KCNS3	HGNC:6302	0	 0.112
KCNT1	HGNC:18865	0	 0.086
KCNT2	HGNC:18866	0	 0.092
KCNU1	HGNC:18867	0	 0.088
KCNV1	HGNC:18861	0	 0.103
KCNV2	HGNC:19698	0	 0.098
KCP	HGNC:17585	0	 0.088
KCTD1	HGNC:18249	0	 0.099
KCTD10	HGNC:23236	0	 0.097
KCTD11	HGNC:21302	0	 0.092
KCTD12	HGNC:14678	0	 0.132
KCTD13	HGNC:22234	0	 0.096
KCTD14	HGNC:23295	0	 0.097
KCTD15	HGNC:23297	0	 0.103
KCTD16	HGNC:29244	0	 0.087
KCTD17	HGNC:25705	0	 0.100
KCTD18	HGNC:26446	0	 0.090
KCTD19	HGNC:24753	0	 0.083
KCTD2	HGNC:21294	0	 0.095
KCTD20	HGNC:21052	0	 0.097
KCTD21	HGNC:27452	0	 0.089
KCTD3	HGNC:21305	0	 0.100
KCTD4	HGNC:23227	0	 0.095
KCTD5	HGNC:21423	0	 0.100
KCTD6	HGNC:22235	0	 0.092
KCTD7	HGNC:21957	0	 0.096
KCTD8	HGNC:22394	0	 0.093
KCTD9	HGNC:22401	0	 0.096
KDELC1	HGNC:19350	0	 0.102
KDELC2	HGNC:28496	0	 0.090
KDELR1	HGNC:6304	0	 0.108
KDELR2	HGNC:6305	0	 0.112
KDELR3	HGNC:6306	0	 0.108
KDM1A	HGNC:29079	0	 0.112
KDM1B	HGNC:21577	0	 0.091
KDM2A	HGNC:13606	0	 0.115
KDM2B	HGNC:13610	0	 0.098
KDM3A	HGNC:20815	0	 0.117
KDM3B	HGNC:1337	0	 0.101
KDM4A	HGNC:22978	0	 0.108
KDM4B	HGNC:29136	0	 0.103
KDM4C	HGNC:17071	0	 0.099
KDM4D	HGNC:25498	0	 0.096
KDM4E	HGNC:37098	0	 0.082
KDM5A	HGNC:9886	0	 0.121
KDM5B	HGNC:18039	0	 0.125
KDM5C	HGNC:11114	0	 0.112
KDM5D	HGNC:11115	0	 0.102
KDM6A	HGNC:12637	0	 0.118
KDM6B	HGNC:29012	0	 0.107
KDM7A	HGNC:22224	0	 0.098
KDM8	HGNC:25840	0	 0.089
KDR	HGNC:6307	0	 0.150
KDSR	HGNC:4021	0	 0.105
KEAP1	HGNC:23177	0	 0.123
KEL	HGNC:6308	0	 0.106
KERA	HGNC:6309	0	 0.096
KHDC1	HGNC:21366	0	 0.086
KHDC1L	HGNC:37274	0	 0.090
KHDC3L	HGNC:33699	0	 0.086
KHDRBS1	HGNC:18116	0	 0.141
KHDRBS2	HGNC:18114	0	 0.102
KHDRBS3	HGNC:18117	0	 0.112
KHK	HGNC:6315	0	 0.102
KHNYN	HGNC:20166	0	 0.097
KHSRP	HGNC:6316	0	 0.110
KIAA0020	HGNC:29676	0	 0.111
KIAA0040	HGNC:28950	0	 0.114
KIAA0100	HGNC:28960	0	 0.098
KIAA0101	HGNC:28961	0	 0.151
KIAA0125	HGNC:19955	0	 0.098
KIAA0141	HGNC:28969	0	 0.101
KIAA0195	HGNC:28983	0	 0.095
KIAA0196	HGNC:28984	0	 0.093
KIAA0226	HGNC:28991	0	 0.097
KIAA0226L	HGNC:20420	0	 0.115
KIAA0232	HGNC:28992	0	 0.104
KIAA0247	HGNC:19956	0	 0.111
KIAA0319	HGNC:21580	0	 0.098
KIAA0319L	HGNC:30071	0	 0.097
KIAA0355	HGNC:29016	0	 0.109
KIAA0368	HGNC:29020	0	 0.108
KIAA0391	HGNC:19958	0	 0.089
KIAA0408	HGNC:21636	0	 0.097
KIAA0430	HGNC:29562	0	 0.111
KIAA0513	HGNC:29058	0	 0.109
KIAA0556	HGNC:29068	0	 0.098
KIAA0586	HGNC:19960	0	 0.096
KIAA0753	HGNC:29110	0	 0.096
KIAA0754	HGNC:29111	0	 0.090
KIAA0825	HGNC:28532	0	 0.088
KIAA0895	HGNC:22206	0	 0.091
KIAA0895L	HGNC:34408	0	 0.084
KIAA0907	HGNC:29145	0	 0.101
KIAA0922	HGNC:29146	0	 0.111
KIAA0930	HGNC:1314	0	 0.111
KIAA0947	HGNC:29154	0	 0.095
KIAA1009	HGNC:21107	0	 0.097
KIAA1024	HGNC:29172	0	 0.092
KIAA1024L	HGNC:33914	0	 0.085
KIAA1033	HGNC:29174	0	 0.109
KIAA1045	HGNC:29180	0	 0.092
KIAA1107	HGNC:29192	0	 0.094
KIAA1109	HGNC:26953	1	 0.412
KIAA1143	HGNC:29198	0	 0.094
KIAA1147	HGNC:29472	0	 0.096
KIAA1161	HGNC:19918	0	 0.091
KIAA1191	HGNC:29209	0	 0.093
KIAA1199	HGNC:29213	0	 0.113
KIAA1210	HGNC:29218	0	 0.085
KIAA1211	HGNC:29219	0	 0.094
KIAA1211L	HGNC:33454	0	 0.097
KIAA1217	HGNC:25428	0	 0.103
KIAA1239	HGNC:29229	0	 0.084
KIAA1244	HGNC:21213	0	 0.096
KIAA1257	HGNC:29231	0	 0.086
KIAA1279	HGNC:23419	0	 0.101
KIAA1324	HGNC:29618	0	 0.106
KIAA1324L	HGNC:21945	0	 0.090
KIAA1328	HGNC:29248	0	 0.083
KIAA1377	HGNC:29264	0	 0.096
KIAA1407	HGNC:29272	0	 0.089
KIAA1429	HGNC:24500	0	 0.095
KIAA1430	HGNC:29276	0	 0.091
KIAA1432	HGNC:17686	0	 0.090
KIAA1456	HGNC:26725	0	 0.095
KIAA1462	HGNC:29283	1	 0.172
KIAA1467	HGNC:29288	0	 0.103
KIAA1468	HGNC:29289	0	 0.099
KIAA1522	HGNC:29301	0	 0.097
KIAA1524	HGNC:29302	0	 0.098
KIAA1549	HGNC:22219	0	 0.087
KIAA1549L	HGNC:24836	0	 0.095
KIAA1551	HGNC:25559	0	 0.108
KIAA1586	HGNC:21360	0	 0.089
KIAA1598	HGNC:29319	0	 0.161
KIAA1614	HGNC:29327	0	 0.086
KIAA1644	HGNC:29335	0	 0.089
KIAA1671	HGNC:29345	0	 0.088
KIAA1683	HGNC:29350	0	 0.086
KIAA1715	HGNC:21610	0	 0.097
KIAA1731	HGNC:29366	0	 0.088
KIAA1751	HGNC:29368	0	 0.086
KIAA1755	HGNC:29372	0	 0.086
KIAA1841	HGNC:29387	0	 0.097
KIAA1875	HGNC:26959	0	 0.085
KIAA1919	HGNC:21053	0	 0.087
KIAA1958	HGNC:23427	0	 0.091
KIAA2013	HGNC:28513	0	 0.097
KIAA2018	HGNC:30494	0	 0.096
KIAA2022	HGNC:29433	0	 0.093
KIAA2026	HGNC:23378	0	 0.090
KIDINS220	HGNC:29508	0	 0.105
KIF11	HGNC:6388	0	 0.120
KIF12	HGNC:21495	0	 0.090
KIF13A	HGNC:14566	0	 0.108
KIF13B	HGNC:14405	0	 0.106
KIF14	HGNC:19181	0	 0.102
KIF15	HGNC:17273	0	 0.110
KIF16B	HGNC:15869	0	 0.097
KIF17	HGNC:19167	0	 0.092
KIF18A	HGNC:29441	0	 0.100
KIF18B	HGNC:27102	0	 0.093
KIF19	HGNC:26735	0	 0.086
KIF1A	HGNC:888	0	 0.101
KIF1B	HGNC:16636	0	 0.128
KIF1C	HGNC:6317	0	 0.115
KIF20A	HGNC:9787	0	 0.118
KIF20B	HGNC:7212	0	 0.102
KIF21A	HGNC:19349	0	 0.102
KIF21B	HGNC:29442	1	 0.521
KIF22	HGNC:6391	0	 0.112
KIF23	HGNC:6392	0	 0.127
KIF24	HGNC:19916	0	 0.090
KIF25	HGNC:6390	0	 0.091
KIF26A	HGNC:20226	0	 0.093
KIF26B	HGNC:25484	0	 0.090
KIF27	HGNC:18632	0	 0.087
KIF2A	HGNC:6318	0	 0.113
KIF2B	HGNC:29443	0	 0.091
KIF2C	HGNC:6393	0	 0.118
KIF3A	HGNC:6319	1	 0.316
KIF3B	HGNC:6320	0	 0.125
KIF3C	HGNC:6321	0	 0.113
KIF4A	HGNC:13339	0	 0.122
KIF4B	HGNC:6322	0	 0.090
KIF5A	HGNC:6323	0	 0.117
KIF5B	HGNC:6324	0	 0.122
KIF5C	HGNC:6325	0	 0.117
KIF6	HGNC:21202	0	 0.084
KIF7	HGNC:30497	0	 0.089
KIF9	HGNC:16666	0	 0.097
KIFAP3	HGNC:17060	0	 0.366
KIFC1	HGNC:6389	0	 0.108
KIFC2	HGNC:29530	0	 0.094
KIFC3	HGNC:6326	0	 0.102
KIN	HGNC:6327	0	 0.100
KIR2DL1	HGNC:6329	0	 0.126
KIR2DL2	HGNC:6330	0	 0.121
KIR2DL3	HGNC:6331	0	 0.138
KIR2DL4	HGNC:6332	0	 0.129
KIR2DL5A	HGNC:16345	0	 0.098
KIR2DL5B	HGNC:16346	0	 0.082
KIR2DS1	HGNC:6333	0	 0.105
KIR2DS2	HGNC:6334	0	 0.102
KIR2DS3	HGNC:6335	0	 0.098
KIR2DS4	HGNC:6336	0	 0.093
KIR2DS5	HGNC:6337	0	 0.089
KIR3DL1	HGNC:6338	0	 0.127
KIR3DL2	HGNC:6339	0	 0.116
KIR3DL3	HGNC:16312	0	 0.092
KIR3DS1	HGNC:6340	0	 0.090
KIRREL	HGNC:15734	0	 0.095
KIRREL2	HGNC:18816	0	 0.096
KIRREL3	HGNC:23204	0	 0.107
KISS1	HGNC:6341	0	 0.109
KISS1R	HGNC:4510	0	 0.102
KIT	HGNC:6342	0	 0.175
KITLG	HGNC:6343	0	 0.142
KL	HGNC:6344	0	 0.108
KLB	HGNC:15527	0	 0.095
KLC1	HGNC:6387	0	 0.112
KLC2	HGNC:20716	0	 0.106
KLC3	HGNC:20717	0	 0.096
KLC4	HGNC:21624	0	 0.101
KLF1	HGNC:6345	0	 0.111
KLF10	HGNC:11810	0	 0.159
KLF11	HGNC:11811	0	 0.127
KLF12	HGNC:6346	0	 0.126
KLF13	HGNC:13672	0	 0.124
KLF14	HGNC:23025	1	 0.193
KLF15	HGNC:14536	0	 0.104
KLF16	HGNC:16857	0	 0.093
KLF17	HGNC:18830	0	 0.088
KLF2	HGNC:6347	0	 0.133
KLF3	HGNC:16516	0	 0.119
KLF4	HGNC:6348	0	 0.166
KLF5	HGNC:6349	0	 0.139
KLF6	HGNC:2235	0	 0.153
KLF7	HGNC:6350	0	 0.134
KLF8	HGNC:6351	0	 0.101
KLF9	HGNC:1123	0	 0.131
KLHDC1	HGNC:19836	0	 0.092
KLHDC10	HGNC:22194	0	 0.097
KLHDC2	HGNC:20231	0	 0.101
KLHDC3	HGNC:20704	0	 0.116
KLHDC4	HGNC:25272	0	 0.093
KLHDC7A	HGNC:26791	0	 0.090
KLHDC7B	HGNC:25145	0	 0.086
KLHDC8A	HGNC:25573	0	 0.097
KLHDC8B	HGNC:28557	0	 0.093
KLHDC9	HGNC:28489	0	 0.090
KLHL1	HGNC:6352	0	 0.096
KLHL10	HGNC:18829	0	 0.090
KLHL11	HGNC:19008	0	 0.093
KLHL12	HGNC:19360	0	 0.097
KLHL13	HGNC:22931	0	 0.109
KLHL14	HGNC:29266	0	 0.094
KLHL15	HGNC:29347	0	 0.095
KLHL17	HGNC:24023	0	 0.090
KLHL18	HGNC:29120	0	 0.101
KLHL2	HGNC:6353	0	 0.108
KLHL20	HGNC:25056	0	 0.113
KLHL21	HGNC:29041	0	 0.105
KLHL22	HGNC:25888	0	 0.092
KLHL23	HGNC:27506	0	 0.094
KLHL24	HGNC:25947	0	 0.110
KLHL25	HGNC:25732	0	 0.098
KLHL26	HGNC:25623	0	 0.090
KLHL28	HGNC:19741	0	 0.098
KLHL29	HGNC:29404	0	 0.093
KLHL3	HGNC:6354	0	 0.107
KLHL30	HGNC:24770	0	 0.088
KLHL31	HGNC:21353	0	 0.085
KLHL32	HGNC:21221	0	 0.089
KLHL33	HGNC:31952	0	 0.082
KLHL34	HGNC:26634	0	 0.087
KLHL35	HGNC:26597	0	 0.097
KLHL36	HGNC:17844	0	 0.096
KLHL38	HGNC:34435	0	 0.084
KLHL4	HGNC:6355	0	 0.101
KLHL40	HGNC:30372	0	 0.089
KLHL41	HGNC:16905	0	 0.104
KLHL42	HGNC:29252	0	 0.098
KLHL5	HGNC:6356	0	 0.100
KLHL6	HGNC:18653	0	 0.100
KLHL7	HGNC:15646	0	 0.105
KLHL8	HGNC:18644	0	 0.089
KLHL9	HGNC:18732	0	 0.115
KLK1	HGNC:6357	0	 0.101
KLK10	HGNC:6358	0	 0.107
KLK11	HGNC:6359	0	 0.099
KLK12	HGNC:6360	0	 0.092
KLK13	HGNC:6361	0	 0.094
KLK14	HGNC:6362	0	 0.086
KLK15	HGNC:20453	0	 0.089
KLK2	HGNC:6363	0	 0.101
KLK3	HGNC:6364	1	 0.200
KLK4	HGNC:6365	0	 0.092
KLK5	HGNC:6366	0	 0.100
KLK6	HGNC:6367	0	 0.110
KLK7	HGNC:6368	0	 0.099
KLK8	HGNC:6369	0	 0.110
KLK9	HGNC:6370	0	 0.090
KLKB1	HGNC:6371	0	 0.116
KLLN	HGNC:37212	0	 0.082
KLRB1	HGNC:6373	0	 0.111
KLRC1	HGNC:6374	0	 0.130
KLRC2	HGNC:6375	0	 0.113
KLRC3	HGNC:6376	0	 0.114
KLRC4	HGNC:6377	0	 0.562
KLRD1	HGNC:6378	0	 0.149
KLRF1	HGNC:13342	0	 0.100
KLRF2	HGNC:37646	0	 0.082
KLRG1	HGNC:6380	0	 0.117
KLRG2	HGNC:24778	0	 0.087
KLRK1	HGNC:18788	0	 0.157
KMO	HGNC:6381	0	 0.111
KMT2A	HGNC:7132	0	 0.147
KMT2B	HGNC:15840	0	 0.097
KMT2C	HGNC:13726	0	 0.099
KMT2D	HGNC:7133	0	 0.099
KMT2E	HGNC:18541	0	 0.108
KNCN	HGNC:26488	0	 0.085
KNDC1	HGNC:29374	0	 0.089
KNG1	HGNC:6383	0	 0.133
KNOP1	HGNC:34404	0	 0.089
KNSTRN	HGNC:30767	0	 0.093
KNTC1	HGNC:17255	0	 0.105
KPNA1	HGNC:6394	0	 0.130
KPNA2	HGNC:6395	0	 0.138
KPNA3	HGNC:6396	0	 0.138
KPNA4	HGNC:6397	0	 0.121
KPNA5	HGNC:6398	0	 0.104
KPNA6	HGNC:6399	0	 0.110
KPNA7	HGNC:21839	0	 0.085
KPNB1	HGNC:6400	0	 0.143
KPRP	HGNC:31823	0	 0.087
KPTN	HGNC:6404	0	 0.096
KRAS	HGNC:6407	0	 0.168
KRBA1	HGNC:22228	0	 0.091
KRBA2	HGNC:26989	0	 0.082
KRBOX1	HGNC:38708	0	 0.086
KRBOX4	HGNC:26007	0	 0.089
KRCC1	HGNC:28039	0	 0.096
KREMEN1	HGNC:17550	0	 0.096
KREMEN2	HGNC:18797	0	 0.091
KRI1	HGNC:25769	0	 0.097
KRIT1	HGNC:1573	0	 0.107
KRR1	HGNC:5176	0	 0.102
KRT1	HGNC:6412	0	 0.118
KRT10	HGNC:6413	0	 0.110
KRT12	HGNC:6414	0	 0.098
KRT13	HGNC:6415	0	 0.110
KRT14	HGNC:6416	0	 0.119
KRT15	HGNC:6421	0	 0.111
KRT16	HGNC:6423	0	 0.107
KRT17	HGNC:6427	0	 0.118
KRT18	HGNC:6430	0	 0.135
KRT19	HGNC:6436	0	 0.123
KRT2	HGNC:6439	0	 0.113
KRT20	HGNC:20412	0	 0.102
KRT222	HGNC:28695	0	 0.091
KRT23	HGNC:6438	0	 0.105
KRT24	HGNC:18527	0	 0.091
KRT25	HGNC:30839	0	 0.093
KRT26	HGNC:30840	0	 0.088
KRT27	HGNC:30841	0	 0.091
KRT28	HGNC:30842	0	 0.088
KRT3	HGNC:6440	0	 0.092
KRT31	HGNC:6448	0	 0.102
KRT32	HGNC:6449	0	 0.101
KRT33A	HGNC:6450	0	 0.089
KRT33B	HGNC:6451	0	 0.098
KRT34	HGNC:6452	0	 0.100
KRT35	HGNC:6453	0	 0.097
KRT36	HGNC:6454	0	 0.095
KRT37	HGNC:6455	0	 0.088
KRT38	HGNC:6456	0	 0.088
