gene_symbol	gene_code	associations	mean_prediction
KRT39	HGNC:32971	0	 0.084
KRT4	HGNC:6441	0	 0.107
KRT40	HGNC:26707	0	 0.086
KRT5	HGNC:6442	0	 0.112
KRT6A	HGNC:6443	0	 0.102
KRT6B	HGNC:6444	0	 0.104
KRT6C	HGNC:20406	0	 0.085
KRT7	HGNC:6445	0	 0.118
KRT71	HGNC:28927	0	 0.089
KRT72	HGNC:28932	0	 0.092
KRT73	HGNC:28928	0	 0.093
KRT74	HGNC:28929	0	 0.085
KRT75	HGNC:24431	0	 0.096
KRT76	HGNC:24430	0	 0.092
KRT77	HGNC:20411	0	 0.089
KRT78	HGNC:28926	0	 0.088
KRT79	HGNC:28930	0	 0.090
KRT8	HGNC:6446	0	 0.115
KRT80	HGNC:27056	0	 0.093
KRT81	HGNC:6458	0	 0.101
KRT82	HGNC:6459	0	 0.085
KRT83	HGNC:6460	0	 0.095
KRT84	HGNC:6461	0	 0.093
KRT85	HGNC:6462	0	 0.105
KRT86	HGNC:6463	0	 0.104
KRT9	HGNC:6447	0	 0.098
KRTAP10-1	HGNC:22966	0	 0.083
KRTAP10-10	HGNC:22972	0	 0.082
KRTAP10-11	HGNC:20528	0	 0.082
KRTAP10-12	HGNC:20533	0	 0.083
KRTAP10-2	HGNC:22967	0	 0.082
KRTAP10-3	HGNC:22968	0	 0.085
KRTAP10-4	HGNC:20521	0	 0.082
KRTAP10-5	HGNC:22969	0	 0.082
KRTAP10-6	HGNC:20523	0	 0.082
KRTAP10-7	HGNC:22970	0	 0.083
KRTAP10-8	HGNC:20525	0	 0.083
KRTAP10-9	HGNC:22971	0	 0.082
KRTAP1-1	HGNC:16772	0	 0.086
KRTAP11-1	HGNC:18922	0	 0.089
KRTAP12-1	HGNC:20529	0	 0.084
KRTAP12-2	HGNC:20530	0	 0.087
KRTAP12-3	HGNC:20531	0	 0.083
KRTAP12-4	HGNC:20532	0	 0.084
KRTAP1-3	HGNC:16771	0	 0.086
KRTAP13-1	HGNC:18924	0	 0.089
KRTAP13-2	HGNC:18923	0	 0.090
KRTAP13-3	HGNC:18925	0	 0.083
KRTAP13-4	HGNC:18926	0	 0.083
KRTAP1-4	HGNC:18904	0	 0.082
KRTAP1-5	HGNC:16777	0	 0.086
KRTAP15-1	HGNC:18927	0	 0.088
KRTAP16-1	HGNC:18916	0	 0.083
KRTAP17-1	HGNC:18917	0	 0.088
KRTAP19-1	HGNC:18936	0	 0.085
KRTAP19-2	HGNC:18937	0	 0.085
KRTAP19-3	HGNC:18938	0	 0.087
KRTAP19-4	HGNC:18939	0	 0.082
KRTAP19-5	HGNC:18940	0	 0.089
KRTAP19-6	HGNC:18941	0	 0.085
KRTAP19-7	HGNC:18942	0	 0.084
KRTAP19-8	HGNC:33898	0	 0.082
KRTAP20-1	HGNC:18943	0	 0.083
KRTAP20-2	HGNC:18944	0	 0.087
KRTAP20-3	HGNC:34001	0	 0.082
KRTAP2-1	HGNC:16775	0	 0.085
KRTAP21-1	HGNC:18945	0	 0.088
KRTAP21-2	HGNC:18946	0	 0.083
KRTAP21-3	HGNC:34216	0	 0.082
KRTAP2-2	HGNC:18905	0	 0.085
KRTAP22-1	HGNC:18947	0	 0.083
KRTAP22-2	HGNC:37091	0	 0.082
KRTAP2-3	HGNC:18906	0	 0.084
KRTAP23-1	HGNC:18928	0	 0.083
KRTAP2-4	HGNC:18891	0	 0.089
KRTAP24-1	HGNC:33902	0	 0.082
KRTAP25-1	HGNC:34003	0	 0.082
KRTAP26-1	HGNC:33760	0	 0.086
KRTAP27-1	HGNC:33864	0	 0.082
KRTAP29-1	HGNC:34211	0	 0.082
KRTAP3-1	HGNC:16778	0	 0.091
KRTAP3-2	HGNC:16779	0	 0.088
KRTAP3-3	HGNC:18890	0	 0.086
KRTAP4-1	HGNC:18907	0	 0.086
KRTAP4-11	HGNC:18911	0	 0.084
KRTAP4-12	HGNC:16776	0	 0.094
KRTAP4-2	HGNC:18900	0	 0.088
KRTAP4-3	HGNC:18908	0	 0.085
KRTAP4-4	HGNC:16928	0	 0.085
KRTAP4-5	HGNC:18899	0	 0.084
KRTAP4-6	HGNC:18909	0	 0.085
KRTAP4-7	HGNC:18898	0	 0.088
KRTAP4-8	HGNC:17230	0	 0.084
KRTAP4-9	HGNC:18910	0	 0.085
KRTAP5-1	HGNC:23596	0	 0.082
KRTAP5-10	HGNC:23605	0	 0.083
KRTAP5-11	HGNC:23606	0	 0.083
KRTAP5-2	HGNC:23597	0	 0.086
KRTAP5-3	HGNC:23598	0	 0.083
KRTAP5-4	HGNC:23599	0	 0.082
KRTAP5-5	HGNC:23601	0	 0.083
KRTAP5-6	HGNC:23600	0	 0.083
KRTAP5-7	HGNC:23602	0	 0.083
KRTAP5-8	HGNC:23603	0	 0.086
KRTAP5-9	HGNC:23604	0	 0.094
KRTAP6-1	HGNC:18931	0	 0.085
KRTAP6-2	HGNC:18932	0	 0.083
KRTAP6-3	HGNC:18933	0	 0.086
KRTAP7-1	HGNC:18934	0	 0.085
KRTAP8-1	HGNC:18935	0	 0.092
KRTAP9-1	HGNC:18912	0	 0.082
KRTAP9-2	HGNC:16926	0	 0.086
KRTAP9-3	HGNC:16927	0	 0.084
KRTAP9-4	HGNC:18902	0	 0.084
KRTAP9-6	HGNC:18914	0	 0.082
KRTAP9-7	HGNC:18915	0	 0.082
KRTAP9-8	HGNC:17231	0	 0.085
KRTAP9-9	HGNC:16773	0	 0.084
KRTCAP2	HGNC:28942	0	 0.107
KRTCAP3	HGNC:28943	0	 0.087
KRTDAP	HGNC:16313	0	 0.091
KSR1	HGNC:6465	1	 0.353
KSR2	HGNC:18610	0	 0.092
KTI12	HGNC:25160	0	 0.093
KTN1	HGNC:6467	0	 0.118
KXD1	HGNC:28420	0	 0.099
KY	HGNC:26576	0	 0.094
KYNU	HGNC:6469	0	 0.134
L1CAM	HGNC:6470	0	 0.147
L1TD1	HGNC:25595	0	 0.092
L2HGDH	HGNC:20499	0	 0.098
L3HYPDH	HGNC:20488	0	 0.090
L3MBTL1	HGNC:15905	0	 0.096
L3MBTL2	HGNC:18594	0	 0.092
L3MBTL3	HGNC:23035	0	 0.101
L3MBTL4	HGNC:26677	0	 0.092
LACC1	HGNC:26789	1	 0.656
LACE1	HGNC:16411	0	 0.089
LACRT	HGNC:16430	0	 0.087
LACTB	HGNC:16468	0	 0.097
LACTB2	HGNC:18512	0	 0.091
LACTBL1	HGNC:35445	0	 0.084
LAD1	HGNC:6472	0	 0.108
LAG3	HGNC:6476	0	 0.111
LAGE3	HGNC:26058	0	 0.095
LAIR1	HGNC:6477	0	 0.112
LAIR2	HGNC:6478	0	 0.094
LALBA	HGNC:6480	0	 0.113
LAMA1	HGNC:6481	1	 0.236
LAMA2	HGNC:6482	1	 0.211
LAMA3	HGNC:6483	0	 0.124
LAMA4	HGNC:6484	0	 0.124
LAMA5	HGNC:6485	0	 0.120
LAMB1	HGNC:6486	0	 0.140
LAMB2	HGNC:6487	0	 0.125
LAMB3	HGNC:6490	0	 0.136
LAMB4	HGNC:6491	0	 0.094
LAMC1	HGNC:6492	0	 0.159
LAMC2	HGNC:6493	0	 0.132
LAMC3	HGNC:6494	0	 0.111
LAMP1	HGNC:6499	0	 0.125
LAMP2	HGNC:6501	0	 0.137
LAMP3	HGNC:14582	1	 0.253
LAMP5	HGNC:16097	0	 0.104
LAMTOR1	HGNC:26068	0	 0.101
LAMTOR2	HGNC:29796	0	 0.094
LAMTOR3	HGNC:15606	0	 0.107
LAMTOR4	HGNC:33772	0	 0.089
LAMTOR5	HGNC:17955	0	 0.112
LANCL1	HGNC:6508	0	 0.118
LANCL2	HGNC:6509	0	 0.107
LANCL3	HGNC:24767	0	 0.090
LAP3	HGNC:18449	0	 0.121
LAPTM4A	HGNC:6924	0	 0.111
LAPTM4B	HGNC:13646	0	 0.115
LAPTM5	HGNC:29612	0	 0.147
LARGE	HGNC:6511	0	 0.116
LARP1	HGNC:29531	0	 0.113
LARP1B	HGNC:24704	0	 0.090
LARP4	HGNC:24320	0	 0.102
LARP4B	HGNC:28987	0	 0.100
LARP6	HGNC:24012	0	 0.099
LARP7	HGNC:24912	0	 0.098
LARS	HGNC:6512	0	 0.104
LARS2	HGNC:17095	0	 0.092
LAS1L	HGNC:25726	0	 0.102
LASP1	HGNC:6513	0	 0.126
LAT	HGNC:18874	0	 0.162
LAT2	HGNC:12749	0	 0.131
LATS1	HGNC:6514	0	 0.110
LATS2	HGNC:6515	0	 0.115
LAX1	HGNC:26005	0	 0.111
LAYN	HGNC:29471	0	 0.098
LBH	HGNC:29532	0	 0.119
LBP	HGNC:6517	0	 0.148
LBR	HGNC:6518	0	 0.121
LBX1	HGNC:16960	0	 0.105
LBX2	HGNC:15525	0	 0.091
LCA5	HGNC:31923	0	 0.091
LCA5L	HGNC:1255	0	 0.085
LCAT	HGNC:6522	0	 0.157
LCE1A	HGNC:29459	0	 0.084
LCE1B	HGNC:16611	0	 0.083
LCE1C	HGNC:29464	0	 0.083
LCE1D	HGNC:29465	0	 0.084
LCE1E	HGNC:29466	0	 0.082
LCE1F	HGNC:29467	0	 0.084
LCE2A	HGNC:29469	0	 0.082
LCE2B	HGNC:16610	0	 0.092
LCE2C	HGNC:29460	0	 0.082
LCE2D	HGNC:16518	0	 0.083
LCE3A	HGNC:29461	0	 0.083
LCE3B	HGNC:29462	0	 0.085
LCE3C	HGNC:16612	0	 0.084
LCE3D	HGNC:16615	1	 0.319
LCE3E	HGNC:29463	0	 0.084
LCE4A	HGNC:16613	0	 0.082
LCE5A	HGNC:16614	0	 0.085
LCE6A	HGNC:31824	0	 0.082
LCK	HGNC:6524	0	 0.383
LCLAT1	HGNC:26756	0	 0.116
LCMT1	HGNC:17557	0	 0.107
LCMT2	HGNC:17558	0	 0.092
LCN1	HGNC:6525	0	 0.096
LCN10	HGNC:20892	0	 0.085
LCN12	HGNC:28733	0	 0.086
LCN15	HGNC:33777	0	 0.085
LCN2	HGNC:6526	0	 0.127
LCN6	HGNC:17337	0	 0.084
LCN8	HGNC:27038	0	 0.090
LCN9	HGNC:17442	0	 0.085
LCNL1	HGNC:34436	0	 0.082
LCOR	HGNC:29503	0	 0.108
LCORL	HGNC:30776	0	 0.093
LCP1	HGNC:6528	0	 0.133
LCP2	HGNC:6529	0	 0.171
LCT	HGNC:6530	0	 0.106
LCTL	HGNC:15583	0	 0.087
LDB1	HGNC:6532	0	 0.123
LDB2	HGNC:6533	0	 0.121
LDB3	HGNC:15710	0	 0.103
LDHA	HGNC:6535	0	 0.127
LDHAL6A	HGNC:28335	0	 0.092
LDHAL6B	HGNC:21481	0	 0.092
LDHB	HGNC:6541	0	 0.126
LDHC	HGNC:6544	0	 0.096
LDHD	HGNC:19708	0	 0.092
LDLR	HGNC:6547	0	 3.139
LDLRAD1	HGNC:32069	0	 0.082
LDLRAD2	HGNC:32071	0	 0.084
LDLRAD3	HGNC:27046	0	 0.095
LDLRAD4	HGNC:1224	0	 0.112
LDLRAP1	HGNC:18640	0	 0.158
LDOC1	HGNC:6548	0	 0.121
LDOC1L	HGNC:13343	0	 0.096
LEAP2	HGNC:29571	0	 0.093
LECT1	HGNC:17005	0	 0.103
LECT2	HGNC:6550	0	 0.105
LEF1	HGNC:6551	1	 0.350
LEFTY1	HGNC:6552	0	 0.105
LEFTY2	HGNC:3122	0	 0.102
LEKR1	HGNC:33765	0	 0.087
LELP1	HGNC:32046	0	 0.086
LEMD1	HGNC:18725	0	 0.093
LEMD2	HGNC:21244	0	 0.096
LEMD3	HGNC:28887	0	 0.100
LENEP	HGNC:14429	0	 0.093
LENG1	HGNC:15502	0	 0.093
LENG8	HGNC:15500	0	 0.097
LENG9	HGNC:16306	0	 0.088
LEO1	HGNC:30401	0	 0.089
LEP	HGNC:6553	0	 0.136
LEPR	HGNC:6554	0	 0.137
LEPRE1	HGNC:19316	0	 0.091
LEPREL1	HGNC:19317	0	 0.103
LEPREL2	HGNC:19318	0	 0.099
LEPREL4	HGNC:16946	0	 0.103
LEPROT	HGNC:29477	0	 0.106
LEPROTL1	HGNC:6555	0	 0.110
LETM1	HGNC:6556	0	 0.104
LETM2	HGNC:14648	0	 0.090
LETMD1	HGNC:24241	0	 0.101
LEUTX	HGNC:31953	0	 0.082
LFNG	HGNC:6560	0	 0.112
LGALS1	HGNC:6561	0	 0.150
LGALS12	HGNC:15788	0	 0.098
LGALS13	HGNC:15449	0	 0.089
LGALS14	HGNC:30054	0	 0.089
LGALS16	HGNC:40039	0	 0.082
LGALS2	HGNC:6562	0	 0.108
LGALS3	HGNC:6563	0	 0.158
LGALS3BP	HGNC:6564	0	 0.149
LGALS4	HGNC:6565	0	 0.107
LGALS7	HGNC:6568	0	 0.101
LGALS7B	HGNC:34447	0	 0.085
LGALS8	HGNC:6569	0	 0.119
LGALS9	HGNC:6570	0	 0.137
LGALS9B	HGNC:24842	0	 0.087
LGALS9C	HGNC:33874	0	 0.082
LGALSL	HGNC:25012	0	 0.107
LGI1	HGNC:6572	0	 0.101
LGI2	HGNC:18710	0	 0.096
LGI3	HGNC:18711	0	 0.090
LGI4	HGNC:18712	0	 0.089
LGMN	HGNC:9472	0	 0.139
LGR4	HGNC:13299	0	 0.101
LGR5	HGNC:4504	0	 0.111
LGR6	HGNC:19719	1	 0.172
LGSN	HGNC:21016	0	 0.089
LHB	HGNC:6584	0	 0.115
LHCGR	HGNC:6585	0	 0.328
LHFP	HGNC:6586	0	 0.111
LHFPL1	HGNC:6587	0	 0.087
LHFPL2	HGNC:6588	0	 0.120
LHFPL3	HGNC:6589	0	 0.090
LHFPL4	HGNC:29568	0	 0.087
LHFPL5	HGNC:21253	0	 0.085
LHPP	HGNC:30042	0	 0.098
LHX1	HGNC:6593	0	 0.102
LHX2	HGNC:6594	0	 0.111
LHX3	HGNC:6595	0	 0.102
LHX4	HGNC:21734	0	 0.093
LHX5	HGNC:14216	0	 0.094
LHX6	HGNC:21735	0	 0.111
LHX8	HGNC:28838	0	 0.094
LHX9	HGNC:14222	0	 0.094
LIAS	HGNC:16429	0	 0.091
LIF	HGNC:6596	0	 0.176
LIFR	HGNC:6597	0	 0.151
LIG1	HGNC:6598	0	 0.115
LIG3	HGNC:6600	0	 0.107
LIG4	HGNC:6601	0	 0.113
LILRA1	HGNC:6602	0	 0.119
LILRA2	HGNC:6603	0	 0.116
LILRA3	HGNC:6604	1	 0.191
LILRA4	HGNC:15503	0	 0.103
LILRA5	HGNC:16309	0	 0.096
LILRA6	HGNC:15495	0	 0.096
LILRB1	HGNC:6605	0	 0.137
LILRB2	HGNC:6606	0	 0.153
LILRB3	HGNC:6607	0	 0.131
LILRB4	HGNC:6608	0	 0.122
LILRB5	HGNC:6609	0	 0.107
LIM2	HGNC:6610	0	 0.092
LIMA1	HGNC:24636	0	 0.121
LIMCH1	HGNC:29191	0	 0.107
LIMD1	HGNC:6612	0	 0.108
LIMD2	HGNC:28142	0	 0.113
LIME1	HGNC:26016	0	 0.099
LIMK1	HGNC:6613	0	 0.126
LIMK2	HGNC:6614	0	 0.132
LIMS1	HGNC:6616	0	 0.116
LIMS2	HGNC:16084	0	 0.098
LIMS3	HGNC:30047	0	 0.091
LIMS3L	HGNC:39941	0	 0.088
LIN28A	HGNC:15986	0	 0.103
LIN28B	HGNC:32207	0	 0.261
LIN37	HGNC:33234	0	 0.098
LIN52	HGNC:19856	0	 0.087
LIN54	HGNC:25397	0	 0.093
LIN7A	HGNC:17787	0	 0.109
LIN7B	HGNC:17788	0	 0.096
LIN7C	HGNC:17789	0	 0.101
LIN9	HGNC:30830	0	 0.099
LINC00839	HGNC:28269	0	 0.087
LINGO1	HGNC:21205	0	 0.096
LINGO2	HGNC:21207	0	 0.089
LINGO3	HGNC:21206	0	 0.084
LINGO4	HGNC:31814	0	 0.084
LINS	HGNC:30922	0	 0.099
LIPA	HGNC:6617	1	 0.222
LIPC	HGNC:6619	2	 0.529
LIPE	HGNC:6621	0	 0.128
LIPF	HGNC:6622	0	 0.095
LIPG	HGNC:6623	0	 0.112
LIPH	HGNC:18483	0	 0.090
LIPI	HGNC:18821	0	 0.088
LIPJ	HGNC:21773	0	 0.084
LIPK	HGNC:23444	0	 0.083
LIPM	HGNC:23455	0	 0.086
LIPN	HGNC:23452	0	 0.084
LIPT1	HGNC:29569	0	 0.098
LIPT2	HGNC:37216	0	 0.086
LITAF	HGNC:16841	0	 0.143
LIX1	HGNC:18581	0	 0.091
LIX1L	HGNC:28715	0	 0.095
LKAAEAR1	HGNC:33718	0	 0.086
LLGL1	HGNC:6628	0	 0.109
LLGL2	HGNC:6629	0	 0.116
LLPH	HGNC:28229	0	 0.093
LMAN1	HGNC:6631	0	 0.118
LMAN1L	HGNC:6632	0	 0.091
LMAN2	HGNC:16986	0	 0.103
LMAN2L	HGNC:19263	1	 0.208
LMBR1	HGNC:13243	0	 0.093
LMBR1L	HGNC:18268	0	 0.105
LMBRD1	HGNC:23038	0	 0.104
LMBRD2	HGNC:25287	0	 0.092
LMCD1	HGNC:6633	0	 0.102
LMF1	HGNC:14154	0	 0.091
LMF2	HGNC:25096	0	 0.092
LMLN	HGNC:15991	0	 0.090
LMNA	HGNC:6636	0	 0.145
LMNB1	HGNC:6637	0	 0.141
LMNB2	HGNC:6638	0	 0.103
LMO1	HGNC:6641	0	 0.304
LMO2	HGNC:6642	0	 0.145
LMO3	HGNC:6643	0	 0.119
LMO4	HGNC:6644	0	 0.151
LMO7	HGNC:6646	1	 0.401
LMOD1	HGNC:6647	0	 0.104
LMOD2	HGNC:6648	0	 0.086
LMOD3	HGNC:6649	0	 0.092
LMTK2	HGNC:17880	1	 0.197
LMTK3	HGNC:19295	0	 0.093
LMX1A	HGNC:6653	0	 0.096
LMX1B	HGNC:6654	0	 0.106
LNP1	HGNC:28014	0	 0.085
LNPEP	HGNC:6656	0	 0.134
LNX1	HGNC:6657	0	 0.102
LNX2	HGNC:20421	0	 0.099
LOH12CR1	HGNC:17950	0	 0.090
LONP1	HGNC:9479	0	 0.106
LONP2	HGNC:20598	0	 0.108
LONRF1	HGNC:26302	0	 0.097
LONRF2	HGNC:24788	0	 0.090
LONRF3	HGNC:21152	0	 0.098
LOR	HGNC:6663	0	 0.106
LOX	HGNC:6664	0	 0.124
LOXHD1	HGNC:26521	0	 0.084
LOXL1	HGNC:6665	0	 0.918
LOXL2	HGNC:6666	0	 0.112
LOXL3	HGNC:13869	0	 0.096
LOXL4	HGNC:17171	0	 0.101
LPA	HGNC:6667	1	 0.259
LPAR1	HGNC:3166	0	 0.117
LPAR2	HGNC:3168	0	 0.123
LPAR3	HGNC:14298	0	 0.116
LPAR4	HGNC:4478	0	 0.111
LPAR5	HGNC:13307	0	 0.085
LPAR6	HGNC:15520	0	 0.122
LPCAT1	HGNC:25718	0	 0.123
LPCAT2	HGNC:26032	0	 0.102
LPCAT3	HGNC:30244	0	 0.110
LPCAT4	HGNC:30059	0	 0.108
LPGAT1	HGNC:28985	0	 0.122
LPHN1	HGNC:20973	0	 0.119
LPHN2	HGNC:18582	0	 0.113
LPHN3	HGNC:20974	0	 0.109
LPIN1	HGNC:13345	0	 0.124
LPIN2	HGNC:14450	1	 0.272
LPIN3	HGNC:14451	0	 0.093
LPL	HGNC:6677	1	 0.700
LPO	HGNC:6678	0	 0.095
LPP	HGNC:6679	2	 1.044
LPXN	HGNC:14061	0	 0.130
LRAT	HGNC:6685	0	 0.096
LRBA	HGNC:1742	0	 0.106
LRCH1	HGNC:20309	0	 0.103
LRCH2	HGNC:29292	0	 0.095
LRCH3	HGNC:28637	0	 0.092
LRCH4	HGNC:6691	0	 0.116
LRCOL1	HGNC:44160	0	 0.085
LRFN1	HGNC:29290	0	 0.087
LRFN2	HGNC:21226	0	 0.090
LRFN3	HGNC:28370	0	 0.090
LRFN4	HGNC:28456	0	 0.094
LRFN5	HGNC:20360	0	 0.096
LRG1	HGNC:29480	0	 0.095
LRGUK	HGNC:21964	0	 0.086
LRIF1	HGNC:30299	0	 0.105
LRIG1	HGNC:17360	0	 0.129
LRIG2	HGNC:20889	0	 0.094
LRIG3	HGNC:30991	0	 0.091
LRIT1	HGNC:23404	0	 0.095
LRIT2	HGNC:23443	0	 0.082
LRIT3	HGNC:24783	0	 0.085
LRMP	HGNC:6690	0	 0.132
LRP1	HGNC:6692	1	 0.476
LRP10	HGNC:14553	0	 0.107
LRP11	HGNC:16936	0	 0.098
LRP12	HGNC:31708	0	 0.260
LRP1B	HGNC:6693	0	 0.106
LRP2	HGNC:6694	0	 0.136
LRP2BP	HGNC:25434	0	 0.095
LRP3	HGNC:6695	0	 0.103
LRP4	HGNC:6696	0	 0.101
LRP5	HGNC:6697	0	 0.114
LRP5L	HGNC:25323	0	 0.089
LRP6	HGNC:6698	0	 0.116
LRP8	HGNC:6700	0	 0.130
LRPAP1	HGNC:6701	0	 0.127
LRPPRC	HGNC:15714	0	 0.111
LRR1	HGNC:19742	0	 0.104
LRRC1	HGNC:14307	0	 0.106
LRRC10	HGNC:20264	0	 0.085
LRRC10B	HGNC:37215	0	 0.085
LRRC14	HGNC:20419	0	 0.094
LRRC14B	HGNC:37268	0	 0.083
LRRC15	HGNC:20818	0	 0.096
LRRC16A	HGNC:21581	0	 0.097
LRRC16B	HGNC:20272	0	 0.090
LRRC17	HGNC:16895	0	 0.098
LRRC18	HGNC:23199	0	 0.085
LRRC19	HGNC:23379	0	 0.091
LRRC2	HGNC:14676	0	 0.095
LRRC20	HGNC:23421	0	 0.094
LRRC23	HGNC:19138	0	 0.100
LRRC24	HGNC:28947	0	 0.085
LRRC25	HGNC:29806	0	 0.089
LRRC26	HGNC:31409	0	 0.086
LRRC27	HGNC:29346	0	 0.086
LRRC28	HGNC:28355	0	 0.090
LRRC29	HGNC:13605	0	 0.088
LRRC3	HGNC:14965	0	 0.090
LRRC30	HGNC:30219	0	 0.082
LRRC31	HGNC:26261	0	 0.092
LRRC32	HGNC:4161	1	 0.262
LRRC34	HGNC:28408	0	 0.088
LRRC36	HGNC:25615	0	 0.091
LRRC37A	HGNC:29069	0	 0.088
LRRC37A2	HGNC:32404	0	 0.092
LRRC37A3	HGNC:32427	0	 0.087
LRRC37B	HGNC:29070	0	 0.086
LRRC38	HGNC:27005	0	 0.084
LRRC39	HGNC:28228	0	 0.091
LRRC3B	HGNC:28105	0	 0.092
LRRC3C	HGNC:40034	0	 0.082
LRRC4	HGNC:15586	0	 0.097
LRRC40	HGNC:26004	0	 0.096
LRRC41	HGNC:16917	0	 0.104
LRRC42	HGNC:28792	0	 0.098
LRRC43	HGNC:28562	0	 0.084
LRRC45	HGNC:28302	0	 0.087
LRRC46	HGNC:25047	0	 0.087
LRRC47	HGNC:29207	0	 0.093
LRRC48	HGNC:25384	0	 0.097
LRRC49	HGNC:25965	0	 0.093
LRRC4B	HGNC:25042	0	 0.085
LRRC4C	HGNC:29317	0	 0.101
LRRC52	HGNC:32156	0	 0.086
LRRC53	HGNC:25255	0	 0.082
LRRC55	HGNC:32324	0	 0.083
LRRC56	HGNC:25430	0	 0.088
LRRC57	HGNC:26719	0	 0.094
LRRC58	HGNC:26968	0	 0.092
LRRC59	HGNC:28817	0	 0.105
LRRC6	HGNC:16725	0	 0.093
LRRC61	HGNC:21704	0	 0.093
LRRC63	HGNC:34296	0	 0.084
LRRC66	HGNC:34299	0	 0.087
LRRC69	HGNC:34303	0	 0.084
LRRC7	HGNC:18531	0	 0.091
LRRC70	HGNC:35155	0	 0.083
LRRC71	HGNC:26556	0	 0.087
LRRC72	HGNC:42972	0	 0.085
LRRC73	HGNC:21375	0	 0.085
LRRC8A	HGNC:19027	0	 0.105
LRRC8B	HGNC:30692	0	 0.093
LRRC8C	HGNC:25075	0	 0.101
LRRC8D	HGNC:16992	0	 0.107
LRRC8E	HGNC:26272	0	 0.092
LRRCC1	HGNC:29373	0	 0.097
LRRD1	HGNC:34300	0	 0.083
LRRFIP1	HGNC:6702	0	 0.124
LRRFIP2	HGNC:6703	0	 0.100
LRRIQ1	HGNC:25708	0	 0.084
LRRIQ3	HGNC:28318	0	 0.086
LRRIQ4	HGNC:34298	0	 0.084
LRRK1	HGNC:18608	0	 0.101
LRRK2	HGNC:18618	1	 0.218
LRRN1	HGNC:20980	0	 0.101
LRRN2	HGNC:16914	0	 0.098
LRRN3	HGNC:17200	0	 0.111
LRRN4	HGNC:16208	0	 0.084
LRRN4CL	HGNC:33724	0	 0.090
LRRTM1	HGNC:19408	0	 0.097
LRRTM2	HGNC:19409	0	 0.092
LRRTM3	HGNC:19410	0	 0.094
LRRTM4	HGNC:19411	0	 0.094
LRSAM1	HGNC:25135	0	 0.099
LRTM1	HGNC:25023	0	 0.088
LRTM2	HGNC:32443	0	 0.087
LRTOMT	HGNC:25033	0	 0.088
LRWD1	HGNC:21769	0	 0.091
LSAMP	HGNC:6705	0	 0.145
LSG1	HGNC:25652	0	 0.091
LSM1	HGNC:20472	1	 0.213
LSM10	HGNC:17562	0	 0.090
LSM11	HGNC:30860	0	 0.089
LSM12	HGNC:26407	0	 0.103
LSM14A	HGNC:24489	0	 0.109
LSM14B	HGNC:15887	0	 0.092
LSM2	HGNC:13940	0	 0.113
LSM3	HGNC:17874	0	 0.122
LSM4	HGNC:17259	0	 0.124
LSM5	HGNC:17162	0	 0.122
LSM6	HGNC:17017	0	 0.122
LSM7	HGNC:20470	0	 0.105
LSM8	HGNC:20471	0	 0.094
LSMEM1	HGNC:22036	0	 0.084
LSMEM2	HGNC:26781	0	 0.087
LSP1	HGNC:6707	2	 0.602
LSR	HGNC:29572	0	 0.112
LSS	HGNC:6708	0	 0.114
LST1	HGNC:14189	0	 0.130
LTA	HGNC:6709	0	 0.193
LTA4H	HGNC:6710	0	 0.113
LTB	HGNC:6711	0	 0.202
LTB4R	HGNC:6713	0	 0.122
LTB4R2	HGNC:19260	0	 0.106
LTBP1	HGNC:6714	0	 0.121
LTBP2	HGNC:6715	0	 0.122
LTBP3	HGNC:6716	0	 0.115
LTBP4	HGNC:6717	0	 0.111
LTBR	HGNC:6718	0	 0.144
LTC4S	HGNC:6719	0	 0.107
LTF	HGNC:6720	0	 0.128
LTK	HGNC:6721	0	 0.111
LTN1	HGNC:13082	0	 0.099
LTV1	HGNC:21173	0	 0.092
LUC7L	HGNC:6723	0	 0.103
LUC7L2	HGNC:21608	0	 0.107
LUC7L3	HGNC:24309	0	 0.126
LUM	HGNC:6724	0	 0.127
LURAP1	HGNC:32327	0	 0.084
LURAP1L	HGNC:31452	0	 0.099
LUZP1	HGNC:14985	0	 0.110
LUZP2	HGNC:23206	0	 0.088
LUZP4	HGNC:24971	0	 0.090
LUZP6	HGNC:33955	0	 0.082
LXN	HGNC:13347	0	 0.108
LY6D	HGNC:13348	0	 0.106
LY6E	HGNC:6727	0	 0.126
LY6G5B	HGNC:13931	0	 0.087
LY6G5C	HGNC:13932	0	 0.087
LY6G6C	HGNC:13936	0	 0.099
LY6G6D	HGNC:13935	0	 0.092
LY6G6F	HGNC:13933	0	 0.084
LY6H	HGNC:6728	0	 0.098
LY6K	HGNC:24225	0	 0.090
LY75	HGNC:6729	0	 0.128
LY86	HGNC:16837	0	 0.151
LY9	HGNC:6730	0	 0.112
LY96	HGNC:17156	0	 0.139
LYAR	HGNC:26021	0	 0.100
LYG1	HGNC:27014	0	 0.085
LYG2	HGNC:29615	0	 0.085
LYL1	HGNC:6734	0	 0.128
LYN	HGNC:6735	0	 0.261
LYNX1	HGNC:29604	0	 0.087
LYPD1	HGNC:28431	0	 0.098
LYPD2	HGNC:25215	0	 0.087
LYPD3	HGNC:24880	0	 0.108
LYPD4	HGNC:28659	0	 0.086
LYPD5	HGNC:26397	0	 0.086
LYPD6	HGNC:28751	0	 0.090
