disease_code	disease_name	gene_code	gene_symbol	status
DOID:1936	atherosclerosis	HGNC:6547	LDLR	LC_primary
DOID:1936	atherosclerosis	HGNC:17360	LRIG1	LC_primary
DOID:1936	atherosclerosis	HGNC:10932	SLC17A4	LC_primary
DOID:1936	atherosclerosis	HGNC:30691	KBTBD8	LC_secondary
DOID:3310	atopic dermatitis	HGNC:28494	ACTL9	HC_primary
DOID:3310	atopic dermatitis	HGNC:18071	C11orf30	HC_primary
DOID:3310	atopic dermatitis	HGNC:16393	CARD11	HC_primary
DOID:3310	atopic dermatitis	HGNC:30649	CCDC80	HC_primary
DOID:3310	atopic dermatitis	HGNC:3748	FLG	HC_primary
DOID:3310	atopic dermatitis	HGNC:4298	GLB1	HC_primary
DOID:3310	atopic dermatitis	HGNC:13945	GPSM3	HC_primary
DOID:3310	atopic dermatitis	HGNC:4933	HLA-C	HC_primary
DOID:3310	atopic dermatitis	HGNC:6319	KIF3A	HC_primary
DOID:3310	atopic dermatitis	HGNC:8525	OVOL1	HC_primary
DOID:3310	atopic dermatitis	HGNC:18194	ZNF365	HC_primary
DOID:3310	atopic dermatitis	HGNC:13201	ADAMTS10	HC_secondary
DOID:3310	atopic dermatitis	HGNC:25104	AP5B1	HC_secondary
DOID:3310	atopic dermatitis	HGNC:24665	CD200R1L	HC_secondary
DOID:3310	atopic dermatitis	HGNC:2602	CYP24A1	HC_secondary
DOID:3310	atopic dermatitis	HGNC:33276	FLG2	HC_secondary
DOID:3310	atopic dermatitis	HGNC:4932	HLA-B	HC_secondary
DOID:3310	atopic dermatitis	HGNC:5973	IL13	HC_secondary
DOID:3310	atopic dermatitis	HGNC:5988	IL18R1	HC_secondary
DOID:3310	atopic dermatitis	HGNC:5989	IL18RAP	HC_secondary
DOID:3310	atopic dermatitis	HGNC:5998	IL1RL1	HC_secondary
DOID:3310	atopic dermatitis	HGNC:4161	LRRC32	HC_secondary
DOID:3310	atopic dermatitis	HGNC:21464	NLRP10	HC_secondary
DOID:3310	atopic dermatitis	HGNC:8162	OR10A3	HC_secondary
DOID:3310	atopic dermatitis	HGNC:8633	PBX2	HC_secondary
DOID:3310	atopic dermatitis	HGNC:8868	PFDN4	HC_secondary
DOID:3310	atopic dermatitis	HGNC:23506	ADO	LC_primary
DOID:3310	atopic dermatitis	HGNC:29013	CLEC16A	LC_primary
DOID:3310	atopic dermatitis	HGNC:13917	DDX39B	LC_primary
DOID:3310	atopic dermatitis	HGNC:7662	NCF4	LC_primary
DOID:3310	atopic dermatitis	HGNC:30953	ZBTB10	LC_primary
DOID:3310	atopic dermatitis	HGNC:3239	EGR2	LC_secondary
DOID:1094	attention deficit hyperactivity disorder	HGNC:7667	NCL	HC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:26526	AK8	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:714	ARSB	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:17021	ASTN2	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:29103	ATP2C2	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:1753	CDH13	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:16844	CREB5	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:2410	CRYGC	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:19290	CSMD2	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:2972	DNM1	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:4454	GPC6	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:4582	GRIK4	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:6136	ITGA11	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:6147	ITGAE	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:6825	MAN2A2	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:6836	MAP1B	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:7172	MMP24	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:7189	MOBP	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:7623	MYT1L	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:30826	NT5DC3	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:19388	PPM1F	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:30077	REEP5	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:11466	SUPT3H	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:11753	TFEB	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:11844	TLL2	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:24718	TMX3	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:12568	UNC5B	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:26684	WDR96	LC_primary
DOID:1094	attention deficit hyperactivity disorder	HGNC:6967	MDFI	LC_secondary
DOID:12849	autistic disorder	HGNC:1768	CDH9	HC_primary
DOID:12849	autistic disorder	HGNC:16126	MACROD2	HC_primary
DOID:12849	autistic disorder	HGNC:1749	CDH10	HC_secondary
DOID:12849	autistic disorder	HGNC:9311	PPP2R5C	LC_primary
DOID:14227	azoospermia	HGNC:8851	PEX10	HC_primary
DOID:14227	azoospermia	HGNC:18241	PRMT6	HC_primary
DOID:14227	azoospermia	HGNC:11201	SOX5	HC_primary
DOID:14227	azoospermia	HGNC:14668	MMEL1	HC_secondary
DOID:14227	azoospermia	HGNC:29037	PLCH2	HC_secondary
DOID:3312	bipolar disorder	HGNC:494	ANK3	HC_primary
DOID:3312	bipolar disorder	HGNC:1390	CACNA1C	HC_primary
DOID:3312	bipolar disorder	HGNC:2854	DGKH	HC_primary
DOID:3312	bipolar disorder	HGNC:14582	LAMP3	HC_primary
DOID:3312	bipolar disorder	HGNC:19263	LMAN2L	HC_primary
DOID:3312	bipolar disorder	HGNC:2465	NCAN	HC_primary
DOID:3312	bipolar disorder	HGNC:26144	PALB2	HC_primary
DOID:3312	bipolar disorder	HGNC:26506	PPM1M	HC_primary
DOID:3312	bipolar disorder	HGNC:9600	PTGFR	HC_primary
DOID:3312	bipolar disorder	HGNC:29945	TENM4	HC_primary
DOID:3312	bipolar disorder	HGNC:29011	TRANK1	HC_primary
DOID:3312	bipolar disorder	HGNC:396	ALAS1	HC_secondary
DOID:3312	bipolar disorder	HGNC:950	BAP1	HC_secondary
DOID:3312	bipolar disorder	HGNC:105	CNNM4	HC_secondary
DOID:3312	bipolar disorder	HGNC:2940	DNAH1	HC_secondary
DOID:3312	bipolar disorder	HGNC:20822	ELTD1	HC_secondary
DOID:3312	bipolar disorder	HGNC:19044	FER1L5	HC_secondary
DOID:3312	bipolar disorder	HGNC:24814	FOXO6	HC_secondary
DOID:3312	bipolar disorder	HGNC:24870	GLT8D1	HC_secondary
DOID:3312	bipolar disorder	HGNC:24247	GLYCTK	HC_secondary
DOID:3312	bipolar disorder	HGNC:29931	GNL3	HC_secondary
DOID:3312	bipolar disorder	HGNC:4932	HLA-B	HC_secondary
DOID:3312	bipolar disorder	HGNC:6166	ITIH1	HC_secondary
DOID:3312	bipolar disorder	HGNC:6168	ITIH3	HC_secondary
DOID:3312	bipolar disorder	HGNC:6169	ITIH4	HC_secondary
DOID:3312	bipolar disorder	HGNC:6896	MARK1	HC_secondary
DOID:3312	bipolar disorder	HGNC:22144	MUSTN1	HC_secondary
DOID:3312	bipolar disorder	HGNC:11399	NEK4	HC_secondary
DOID:3312	bipolar disorder	HGNC:18006	NISCH	HC_secondary
DOID:3312	bipolar disorder	HGNC:25717	NT5DC2	HC_secondary
DOID:3312	bipolar disorder	HGNC:30064	PBRM1	HC_secondary
DOID:3312	bipolar disorder	HGNC:8772	PDE10A	HC_secondary
DOID:3312	bipolar disorder	HGNC:18458	PHF7	HC_secondary
DOID:3312	bipolar disorder	HGNC:9399	PRKCD	HC_secondary
DOID:3312	bipolar disorder	HGNC:30220	RFT1	HC_secondary
DOID:3312	bipolar disorder	HGNC:30400	SEMA3G	HC_secondary
DOID:3312	bipolar disorder	HGNC:20255	SFMBT1	HC_secondary
DOID:3312	bipolar disorder	HGNC:23401	SPCS1	HC_secondary
DOID:3312	bipolar disorder	HGNC:18628	STAB1	HC_secondary
DOID:3312	bipolar disorder	HGNC:15633	TLR9	HC_secondary
DOID:3312	bipolar disorder	HGNC:30526	TMEM110	HC_secondary
DOID:3312	bipolar disorder	HGNC:11943	TNNC1	HC_secondary
DOID:3312	bipolar disorder	HGNC:9621	TWF2	HC_secondary
DOID:3312	bipolar disorder	HGNC:28826	WDR82	HC_secondary
DOID:3312	bipolar disorder	HGNC:26191	ZNF385D	HC_secondary
DOID:3312	bipolar disorder	HGNC:14899	ADAMTS14	LC_primary
DOID:3312	bipolar disorder	HGNC:16876	ARNT2	LC_primary
DOID:3312	bipolar disorder	HGNC:26197	C11orf80	LC_primary
DOID:3312	bipolar disorder	HGNC:33796	C15orf53	LC_primary
DOID:3312	bipolar disorder	HGNC:1403	CACNB3	LC_primary
DOID:3312	bipolar disorder	HGNC:1726	CDC25B	LC_primary
DOID:3312	bipolar disorder	HGNC:19179	CMTM8	LC_primary
DOID:3312	bipolar disorder	HGNC:16361	DFNB31	LC_primary
DOID:3312	bipolar disorder	HGNC:20823	DPP10	LC_primary
DOID:3312	bipolar disorder	HGNC:24587	FAM126A	LC_primary
DOID:3312	bipolar disorder	HGNC:25425	GARNL3	LC_primary
DOID:3312	bipolar disorder	HGNC:4475	GPR20	LC_primary
DOID:3312	bipolar disorder	HGNC:33454	KIAA1211L	LC_primary
DOID:3312	bipolar disorder	HGNC:6762	MAD1L1	LC_primary
DOID:3312	bipolar disorder	HGNC:19311	NPAS3	LC_primary
DOID:3312	bipolar disorder	HGNC:9486	PRSS3	LC_primary
DOID:3312	bipolar disorder	HGNC:24716	RASIP1	LC_primary
DOID:3312	bipolar disorder	HGNC:29168	RPGRIP1L	LC_primary
DOID:3312	bipolar disorder	HGNC:18187	SIAE	LC_primary
DOID:3312	bipolar disorder	HGNC:19845	SLC35F4	LC_primary
DOID:3312	bipolar disorder	HGNC:15985	SVEP1	LC_primary
DOID:3312	bipolar disorder	HGNC:17089	SYNE1	LC_primary
DOID:3312	bipolar disorder	HGNC:20122	TDRD9	LC_primary
DOID:3312	bipolar disorder	HGNC:11840	TLE4	LC_primary
DOID:3312	bipolar disorder	HGNC:16493	ZMIZ1	LC_primary
DOID:3312	bipolar disorder	HGNC:23705	ZNF490	LC_primary
DOID:3312	bipolar disorder	HGNC:165	ACTN3	LC_secondary
DOID:3312	bipolar disorder	HGNC:15685	B3GNT1	LC_secondary
DOID:3312	bipolar disorder	HGNC:966	BBS1	LC_secondary
DOID:3312	bipolar disorder	HGNC:17262	BRMS1	LC_secondary
DOID:3312	bipolar disorder	HGNC:34442	C11orf86	LC_secondary
DOID:3312	bipolar disorder	HGNC:33797	C15orf54	LC_secondary
DOID:3312	bipolar disorder	HGNC:28436	C2orf15	LC_secondary
DOID:3312	bipolar disorder	HGNC:1370	CA11	LC_secondary
DOID:3312	bipolar disorder	HGNC:25579	CCDC87	LC_secondary
DOID:3312	bipolar disorder	HGNC:1613	CCS	LC_secondary
DOID:3312	bipolar disorder	HGNC:18219	CD248	LC_secondary
DOID:3312	bipolar disorder	HGNC:25701	CHD9	LC_secondary
DOID:3312	bipolar disorder	HGNC:28744	CNIH2	LC_secondary
DOID:3312	bipolar disorder	HGNC:16016	COLEC12	LC_secondary
DOID:3312	bipolar disorder	HGNC:30185	CRBN	LC_secondary
DOID:3312	bipolar disorder	HGNC:2531	CTSF	LC_secondary
DOID:3312	bipolar disorder	HGNC:2697	DBP	LC_secondary
DOID:3312	bipolar disorder	HGNC:17347	DDX23	LC_secondary
DOID:3312	bipolar disorder	HGNC:3008	DPP3	LC_secondary
DOID:3312	bipolar disorder	HGNC:30793	EIF5B	LC_secondary
DOID:3312	bipolar disorder	HGNC:25972	FAM83E	LC_secondary
DOID:3312	bipolar disorder	HGNC:3678	FGF21	LC_secondary
DOID:3312	bipolar disorder	HGNC:4012	FUT1	LC_secondary
DOID:3312	bipolar disorder	HGNC:4013	FUT2	LC_secondary
DOID:3312	bipolar disorder	HGNC:24144	GAL3ST3	LC_secondary
DOID:3312	bipolar disorder	HGNC:4517	GPR65	LC_secondary
DOID:3312	bipolar disorder	HGNC:5256	HSP90AA2	LC_secondary
DOID:3312	bipolar disorder	HGNC:28539	IZUMO1	LC_secondary
DOID:3312	bipolar disorder	HGNC:6273	KCNK10	LC_secondary
DOID:3312	bipolar disorder	HGNC:20716	KLC2	LC_secondary
DOID:3312	bipolar disorder	HGNC:29569	LIPT1	LC_secondary
DOID:3312	bipolar disorder	HGNC:28456	LRFN4	LC_secondary
DOID:3312	bipolar disorder	HGNC:20980	LRRN1	LC_secondary
DOID:3312	bipolar disorder	HGNC:27014	LYG1	LC_secondary
DOID:3312	bipolar disorder	HGNC:29615	LYG2	LC_secondary
DOID:3312	bipolar disorder	HGNC:26689	MAMSTR	LC_secondary
DOID:3312	bipolar disorder	HGNC:7047	MGAT4A	LC_secondary
DOID:3312	bipolar disorder	HGNC:25207	MITD1	LC_secondary
DOID:3312	bipolar disorder	HGNC:14042	MRPL11	LC_secondary
DOID:3312	bipolar disorder	HGNC:14036	MRPL30	LC_secondary
DOID:3312	bipolar disorder	HGNC:14509	MRPS23	LC_secondary
DOID:3312	bipolar disorder	HGNC:18585	MSI2	LC_secondary
DOID:3312	bipolar disorder	HGNC:7784	NFIA	LC_secondary
DOID:3312	bipolar disorder	HGNC:18983	NPAS4	LC_secondary
DOID:3312	bipolar disorder	HGNC:25208	NTN5	LC_secondary
DOID:3312	bipolar disorder	HGNC:30032	PACS1	LC_secondary
DOID:3312	bipolar disorder	HGNC:8636	PC	LC_secondary
DOID:3312	bipolar disorder	HGNC:30010	PELI3	LC_secondary
DOID:3312	bipolar disorder	HGNC:18370	RAB1B	LC_secondary
DOID:3312	bipolar disorder	HGNC:9878	RASGRP1	LC_secondary
DOID:3312	bipolar disorder	HGNC:14219	RBM14	LC_secondary
DOID:3312	bipolar disorder	HGNC:9901	RBM4	LC_secondary
DOID:3312	bipolar disorder	HGNC:28842	RBM4B	LC_secondary
DOID:3312	bipolar disorder	HGNC:13721	RCE1	LC_secondary
DOID:3312	bipolar disorder	HGNC:14060	REV1	LC_secondary
DOID:3312	bipolar disorder	HGNC:18749	RIN1	LC_secondary
DOID:3312	bipolar disorder	HGNC:18314	RND1	LC_secondary
DOID:3312	bipolar disorder	HGNC:10310	RPL18	LC_secondary
DOID:3312	bipolar disorder	HGNC:10769	SF3B2	LC_secondary
DOID:3312	bipolar disorder	HGNC:11004	SLC29A2	LC_secondary
DOID:3312	bipolar disorder	HGNC:29196	SLC45A4	LC_secondary
DOID:3312	bipolar disorder	HGNC:18859	SPHK2	LC_secondary
DOID:3312	bipolar disorder	HGNC:20249	SPRED1	LC_secondary
DOID:3312	bipolar disorder	HGNC:11276	SPTBN2	LC_secondary
DOID:3312	bipolar disorder	HGNC:18381	SYT12	LC_secondary
DOID:3312	bipolar disorder	HGNC:19070	THOC1	LC_secondary
DOID:3312	bipolar disorder	HGNC:28558	TMCO5A	LC_secondary
DOID:3312	bipolar disorder	HGNC:28497	TMEM151A	LC_secondary
DOID:3312	bipolar disorder	HGNC:26391	TMEM182	LC_secondary
DOID:3312	bipolar disorder	HGNC:11972	TOX3	LC_secondary
DOID:3312	bipolar disorder	HGNC:14927	TSGA10	LC_secondary
DOID:3312	bipolar disorder	HGNC:24110	TXNDC9	LC_secondary
DOID:3312	bipolar disorder	HGNC:16688	YIF1A	LC_secondary
DOID:3312	bipolar disorder	HGNC:27387	ZDHHC24	LC_secondary
DOID:4007	bladder carcinoma	HGNC:1589	CCNE1	HC_primary
DOID:4007	bladder carcinoma	HGNC:7553	MYC	HC_primary
DOID:4007	bladder carcinoma	HGNC:7646	NAT2	HC_primary
DOID:4007	bladder carcinoma	HGNC:9500	PSCA	HC_primary
DOID:4007	bladder carcinoma	HGNC:10918	SLC14A1	HC_primary
DOID:4007	bladder carcinoma	HGNC:11524	TACC3	HC_primary
DOID:4007	bladder carcinoma	HGNC:15979	TP63	HC_primary
DOID:4007	bladder carcinoma	HGNC:17343	APOBEC3A	HC_secondary
DOID:4007	bladder carcinoma	HGNC:25443	C19orf12	HC_secondary
DOID:4007	bladder carcinoma	HGNC:1556	CBX6	HC_secondary
DOID:4007	bladder carcinoma	HGNC:3690	FGFR3	HC_secondary
DOID:4007	bladder carcinoma	HGNC:9223	POU5F1B	HC_secondary
DOID:4007	bladder carcinoma	HGNC:19093	PSD3	HC_secondary
DOID:4007	bladder carcinoma	HGNC:10904	SLBP	HC_secondary
DOID:4007	bladder carcinoma	HGNC:25137	TMEM129	HC_secondary
DOID:4007	bladder carcinoma	HGNC:24308	CLPTM1L	LC_primary
DOID:4007	bladder carcinoma	HGNC:12529	UGT1A	LC_primary
DOID:4007	bladder carcinoma	HGNC:11730	TERT	LC_secondary
DOID:4960	bone marrow cancer	HGNC:6192	JAK2	HC_primary
DOID:3459	breast carcinoma	HGNC:207	ADAM29	HC_primary
DOID:3459	breast carcinoma	HGNC:13209	ARHGEF5	HC_primary
DOID:3459	breast carcinoma	HGNC:25008	BABAM1	HC_primary
DOID:3459	breast carcinoma	HGNC:19967	CCDC88C	HC_primary
DOID:3459	breast carcinoma	HGNC:1582	CCND1	HC_primary
DOID:3459	breast carcinoma	HGNC:14628	CDCA7	HC_primary
DOID:3459	breast carcinoma	HGNC:23030	CDYL2	HC_primary
DOID:3459	breast carcinoma	HGNC:19898	CHST9	HC_primary
DOID:3459	breast carcinoma	HGNC:2261	COX11	HC_primary
DOID:3459	breast carcinoma	HGNC:20090	DNAJC1	HC_primary
DOID:3459	breast carcinoma	HGNC:3126	EBF1	HC_primary
DOID:3459	breast carcinoma	HGNC:23114	ELL	HC_primary
DOID:3459	breast carcinoma	HGNC:3432	ERBB4	HC_primary
DOID:3459	breast carcinoma	HGNC:3467	ESR1	HC_primary
DOID:3459	breast carcinoma	HGNC:18345	FAM46A	HC_primary
DOID:3459	breast carcinoma	HGNC:3689	FGFR2	HC_primary
DOID:3459	breast carcinoma	HGNC:24678	FTO	HC_primary
DOID:3459	breast carcinoma	HGNC:5026	HNF4G	HC_primary
DOID:3459	breast carcinoma	HGNC:6180	ITPR1	HC_primary
DOID:3459	breast carcinoma	HGNC:6293	KCNN4	HC_primary
DOID:3459	breast carcinoma	HGNC:19719	LGR6	HC_primary
DOID:3459	breast carcinoma	HGNC:6707	LSP1	HC_primary
DOID:3459	breast carcinoma	HGNC:6848	MAP3K1	HC_primary
DOID:3459	breast carcinoma	HGNC:6974	MDM4	HC_primary
DOID:3459	breast carcinoma	HGNC:14334	MKL1	HC_primary
DOID:3459	breast carcinoma	HGNC:8769	MRPS30	HC_primary
DOID:3459	breast carcinoma	HGNC:8001	NRIP1	HC_primary
DOID:3459	breast carcinoma	HGNC:13658	NTN4	HC_primary
DOID:3459	breast carcinoma	HGNC:8623	PAX9	HC_primary
DOID:3459	breast carcinoma	HGNC:8783	PDE4D	HC_primary
DOID:3459	breast carcinoma	HGNC:8856	PEX14	HC_primary
DOID:3459	breast carcinoma	HGNC:9607	PTHLH	HC_primary
DOID:3459	breast carcinoma	HGNC:9822	RAD51B	HC_primary
DOID:3459	breast carcinoma	HGNC:15921	RALY	HC_primary
DOID:3459	breast carcinoma	HGNC:11033	SLC4A7	HC_primary
DOID:3459	breast carcinoma	HGNC:17075	TAB2	HC_primary
DOID:3459	breast carcinoma	HGNC:11641	TCF7L2	HC_primary
DOID:3459	breast carcinoma	HGNC:11730	TERT	HC_primary
DOID:3459	breast carcinoma	HGNC:25941	TET2	HC_primary
DOID:3459	breast carcinoma	HGNC:11773	TGFBR2	HC_primary
DOID:3459	breast carcinoma	HGNC:11972	TOX3	HC_primary
DOID:3459	breast carcinoma	HGNC:16493	ZMIZ1	HC_primary
DOID:3459	breast carcinoma	HGNC:18194	ZNF365	HC_primary
DOID:3459	breast carcinoma	HGNC:23759	ABHD8	HC_secondary
DOID:3459	breast carcinoma	HGNC:161	ACTL7A	HC_secondary
DOID:3459	breast carcinoma	HGNC:26812	ANKLE1	HC_secondary
DOID:3459	breast carcinoma	HGNC:25104	AP5B1	HC_secondary
DOID:3459	breast carcinoma	HGNC:637	AQP4	HC_secondary
DOID:3459	breast carcinoma	HGNC:745	ASIP	HC_secondary
DOID:3459	breast carcinoma	HGNC:782	ATE1	HC_secondary
DOID:3459	breast carcinoma	HGNC:956	BARX2	HC_secondary
DOID:3459	breast carcinoma	HGNC:21177	CCDC170	HC_secondary
DOID:3459	breast carcinoma	HGNC:24855	CCDC91	HC_secondary
DOID:3459	breast carcinoma	HGNC:1787	CDKN2A	HC_secondary
DOID:3459	breast carcinoma	HGNC:1788	CDKN2B	HC_secondary
DOID:3459	breast carcinoma	HGNC:1874	CFL1	HC_secondary
DOID:3459	breast carcinoma	HGNC:16627	CHEK2	HC_secondary
DOID:3459	breast carcinoma	HGNC:2914	DLX1	HC_secondary
DOID:3459	breast carcinoma	HGNC:2915	DLX2	HC_secondary
DOID:3459	breast carcinoma	HGNC:21489	ECHDC1	HC_secondary
DOID:3459	breast carcinoma	HGNC:3266	EIF2S2	HC_secondary
DOID:3459	breast carcinoma	HGNC:18036	EMID1	HC_secondary
DOID:3459	breast carcinoma	HGNC:3508	EWSR1	HC_secondary
DOID:3459	breast carcinoma	HGNC:3666	FGF10	HC_secondary
DOID:3459	breast carcinoma	HGNC:3675	FGF19	HC_secondary
DOID:3459	breast carcinoma	HGNC:3681	FGF3	HC_secondary
DOID:3459	breast carcinoma	HGNC:3682	FGF4	HC_secondary
DOID:3459	breast carcinoma	HGNC:3810	FOXF2	HC_secondary
DOID:3459	breast carcinoma	HGNC:20951	FOXQ1	HC_secondary
DOID:3459	breast carcinoma	HGNC:4318	GLI2	HC_secondary
DOID:3459	breast carcinoma	HGNC:4845	HCN1	HC_secondary
DOID:3459	breast carcinoma	HGNC:6067	INHBB	HC_secondary
DOID:3459	breast carcinoma	HGNC:29821	ISYNA1	HC_secondary
DOID:3459	breast carcinoma	HGNC:6142	ITGA6	HC_secondary
DOID:3459	breast carcinoma	HGNC:6348	KLF4	HC_secondary
DOID:3459	breast carcinoma	HGNC:16914	LRRN2	HC_secondary
DOID:3459	breast carcinoma	HGNC:26397	LYPD5	HC_secondary
DOID:3459	breast carcinoma	HGNC:21097	MCUR1	HC_secondary
DOID:3459	breast carcinoma	HGNC:32583	METAP1D	HC_secondary
DOID:3459	breast carcinoma	HGNC:16063	MLLT10	HC_secondary
DOID:3459	breast carcinoma	HGNC:29814	MUS81	HC_secondary
DOID:3459	breast carcinoma	HGNC:7553	MYC	HC_secondary
DOID:3459	breast carcinoma	HGNC:7563	MYEOV	HC_secondary
DOID:3459	breast carcinoma	HGNC:22448	NOBOX	HC_secondary
DOID:3459	breast carcinoma	HGNC:17589	ORAOV1	HC_secondary
DOID:3459	breast carcinoma	HGNC:8525	OVOL1	HC_secondary
DOID:3459	breast carcinoma	HGNC:8972	PIK3C2B	HC_secondary
DOID:3459	breast carcinoma	HGNC:9223	POU5F1B	HC_secondary
DOID:3459	breast carcinoma	HGNC:9659	PTPN7	HC_secondary
DOID:3459	breast carcinoma	HGNC:30269	RAB3C	HC_secondary
DOID:3459	breast carcinoma	HGNC:9813	RAD23B	HC_secondary
DOID:3459	breast carcinoma	HGNC:13727	RANBP9	HC_secondary
DOID:3459	breast carcinoma	HGNC:1308	RHBDD3	HC_secondary
DOID:3459	breast carcinoma	HGNC:21336	RNF146	HC_secondary
DOID:3459	breast carcinoma	HGNC:14411	SLC25A21	HC_secondary
DOID:3459	breast carcinoma	HGNC:25763	SMG9	HC_secondary
DOID:3459	breast carcinoma	HGNC:26423	SNX32	HC_secondary
DOID:3459	breast carcinoma	HGNC:15676	SSBP4	HC_secondary
DOID:3459	breast carcinoma	HGNC:19694	STXBP4	HC_secondary
DOID:3459	breast carcinoma	HGNC:11602	TBX3	HC_secondary
DOID:3459	breast carcinoma	HGNC:11604	TBX5	HC_secondary
DOID:3459	breast carcinoma	HGNC:25194	TMEM45B	HC_secondary
DOID:3459	breast carcinoma	HGNC:11950	TNNT3	HC_secondary
DOID:3459	breast carcinoma	HGNC:11951	TNP1	HC_secondary
DOID:3459	breast carcinoma	HGNC:25009	UBE2T	HC_secondary
DOID:3459	breast carcinoma	HGNC:20064	USP44	HC_secondary
DOID:3459	breast carcinoma	HGNC:17223	UST	HC_secondary
DOID:3459	breast carcinoma	HGNC:13077	ZNF283	HC_secondary
DOID:3459	breast carcinoma	HGNC:1101	BRCA2	LC_primary
DOID:3459	breast carcinoma	HGNC:20693	NXPH1	LC_primary
DOID:3459	breast carcinoma	HGNC:23471	ANKRD16	LC_secondary
DOID:3459	breast carcinoma	HGNC:13620	FBXO18	LC_secondary
DOID:3459	breast carcinoma	HGNC:4227	GDI2	LC_secondary
DOID:3459	breast carcinoma	HGNC:25037	N4BP2L1	LC_secondary
DOID:3459	breast carcinoma	HGNC:26916	N4BP2L2	LC_secondary
DOID:3459	breast carcinoma	HGNC:17818	NT5C1B	LC_secondary
DOID:10608	celiac disease	HGNC:29216	ARHGAP31	HC_primary
DOID:10608	celiac disease	HGNC:14078	BACH2	HC_primary
DOID:10608	celiac disease	HGNC:1602	CCR1	HC_primary
DOID:10608	celiac disease	HGNC:1605	CCR4	HC_primary
DOID:10608	celiac disease	HGNC:3488	ETS1	HC_primary
DOID:10608	celiac disease	HGNC:4942	HLA-DQA1	HC_primary
DOID:10608	celiac disease	HGNC:5351	ICOS	HC_primary
DOID:10608	celiac disease	HGNC:17087	ICOSLG	HC_primary
DOID:10608	celiac disease	HGNC:5969	IL12A	HC_primary
DOID:10608	celiac disease	HGNC:5989	IL18RAP	HC_primary
DOID:10608	celiac disease	HGNC:26953	KIAA1109	HC_primary
DOID:10608	celiac disease	HGNC:6679	LPP	HC_primary
DOID:10608	celiac disease	HGNC:14668	MMEL1	HC_primary
DOID:10608	celiac disease	HGNC:9070	PLEK	HC_primary
DOID:10608	celiac disease	HGNC:9650	PTPN2	HC_primary
DOID:10608	celiac disease	HGNC:9674	PTPRK	HC_primary
DOID:10608	celiac disease	HGNC:26505	PUS10	HC_primary
DOID:10608	celiac disease	HGNC:9991	RGS1	HC_primary
DOID:10608	celiac disease	HGNC:10473	RUNX3	HC_primary
DOID:10608	celiac disease	HGNC:29605	SH2B3	HC_primary
DOID:10608	celiac disease	HGNC:15669	TAGAP	HC_primary
DOID:10608	celiac disease	HGNC:11896	TNFAIP3	HC_primary
DOID:10608	celiac disease	HGNC:12479	UBE2E3	HC_primary
DOID:10608	celiac disease	HGNC:16493	ZMIZ1	HC_primary
DOID:10608	celiac disease	HGNC:30713	ADAD1	HC_secondary
DOID:10608	celiac disease	HGNC:20437	AHSA2	HC_secondary
DOID:10608	celiac disease	HGNC:10555	ATXN2	HC_secondary
DOID:10608	celiac disease	HGNC:25599	C1orf106	HC_secondary
DOID:10608	celiac disease	HGNC:1603	CCR2	HC_secondary
DOID:10608	celiac disease	HGNC:1604	CCR3	HC_secondary
DOID:10608	celiac disease	HGNC:1606	CCR5	HC_secondary
DOID:10608	celiac disease	HGNC:1610	CCR9	HC_secondary
DOID:10608	celiac disease	HGNC:1612	CCRL2	HC_secondary
DOID:10608	celiac disease	HGNC:1653	CD28	HC_secondary
DOID:10608	celiac disease	HGNC:1700	CD80	HC_secondary
DOID:10608	celiac disease	HGNC:7067	CIITA	HC_secondary
