gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
CCDC144NL	HGNC:33735	-	0	 0.083	 0.092
CCDC146	HGNC:29296	-	0	 0.088	 0.103
CCDC147	HGNC:26676	-	0	 0.089	 0.100
CCDC148	HGNC:25191	-	0	 0.092	 0.105
CCDC149	HGNC:25405	-	0	 0.087	 0.100
CCDC15	HGNC:25798	-	0	 0.089	 0.098
CCDC150	HGNC:26834	-	0	 0.086	 0.094
CCDC151	HGNC:28303	-	0	 0.090	 0.104
CCDC152	HGNC:34438	-	0	 0.088	 0.097
CCDC153	HGNC:27446	-	0	 0.086	 0.095
CCDC154	HGNC:34454	-	0	 0.082	 0.088
CCDC155	HGNC:26520	-	0	 0.086	 0.097
CCDC157	HGNC:33854	-	0	 0.086	 0.101
CCDC158	HGNC:26374	-	0	 0.086	 0.094
CCDC159	HGNC:26996	-	0	 0.085	 0.090
CCDC160	HGNC:37286	-	0	 0.085	 0.092
CCDC166	HGNC:41910	-	0	 0.083	 0.090
CCDC167	HGNC:21239	-	0	 0.091	 0.102
CCDC168	HGNC:26851	-	0	 0.084	 0.096
CCDC169	HGNC:34361	-	0	 0.086	 0.094
CCDC17	HGNC:26574	-	0	 0.088	 0.102
CCDC170	HGNC:21177	-	0	 0.091	 0.102
CCDC171	HGNC:29828	-	0	 0.087	 0.099
CCDC172	HGNC:30524	-	0	 0.085	 0.091
CCDC173	HGNC:25064	-	0	 0.088	 0.109
CCDC174	HGNC:28033	-	0	 0.089	 0.107
CCDC175	HGNC:19847	-	0	 0.086	 0.095
CCDC176	HGNC:19855	-	0	 0.096	 0.122
CCDC177	HGNC:23243	-	0	 0.089	 0.100
CCDC178	HGNC:29588	-	0	 0.088	 0.103
CCDC179	HGNC:44653	-	0	 0.082	 0.088
CCDC18	HGNC:30370	-	0	 0.097	 0.115
CCDC180	HGNC:29303	-	0	 0.084	 0.091
CCDC181	HGNC:28051	-	0	 0.094	 0.118
CCDC182	HGNC:49392	-	0	 0.082	 0.088
CCDC183	HGNC:28236	-	0	 0.084	 0.091
CCDC19	HGNC:17229	-	0	 0.091	 0.110
CCDC22	HGNC:28909	-	0	 0.095	 0.113
CCDC23	HGNC:29204	-	0	 0.090	 0.099
CCDC24	HGNC:28688	-	0	 0.087	 0.095
CCDC25	HGNC:25591	-	0	 0.098	 0.126
CCDC27	HGNC:26546	-	0	 0.084	 0.088
CCDC28A	HGNC:21098	-	0	 0.105	 0.125
CCDC28B	HGNC:28163	-	0	 0.096	 0.113
CCDC3	HGNC:23813	-	0	 0.093	 0.105
CCDC30	HGNC:26103	-	0	 0.088	 0.101
CCDC33	HGNC:26552	-	0	 0.095	 0.113
CCDC34	HGNC:25079	-	0	 0.092	 0.105
CCDC36	HGNC:27945	-	0	 0.084	 0.097
CCDC37	HGNC:26842	-	0	 0.084	 0.092
CCDC38	HGNC:26843	-	0	 0.088	 0.093
CCDC39	HGNC:25244	-	0	 0.087	 0.100
CCDC40	HGNC:26090	-	0	 0.087	 0.096
CCDC41	HGNC:17966	-	0	 0.097	 0.111
CCDC42	HGNC:26528	-	0	 0.085	 0.095
CCDC42B	HGNC:37100	-	0	 0.087	 0.104
CCDC43	HGNC:26472	-	0	 0.092	 0.104
CCDC47	HGNC:24856	-	0	 0.097	 0.118
CCDC50	HGNC:18111	-	0	 0.102	 0.117
CCDC51	HGNC:25714	-	0	 0.093	 0.112
CCDC53	HGNC:24256	-	0	 0.100	 0.107
CCDC54	HGNC:30703	-	0	 0.086	 0.092
CCDC57	HGNC:27564	-	0	 0.088	 0.097
CCDC58	HGNC:31136	-	0	 0.090	 0.103
CCDC59	HGNC:25005	-	0	 0.097	 0.122
CCDC6	HGNC:18782	-	0	 0.120	 0.165
CCDC60	HGNC:28610	-	0	 0.088	 0.105
CCDC61	HGNC:33629	-	0	 0.084	 0.091
CCDC62	HGNC:30723	-	0	 0.091	 0.104
CCDC63	HGNC:26669	-	0	 0.084	 0.097
CCDC64	HGNC:28095	-	0	 0.103	 0.124
CCDC64B	HGNC:33584	-	0	 0.089	 0.102
CCDC65	HGNC:29937	-	0	 0.094	 0.114
CCDC66	HGNC:27709	-	0	 0.086	 0.099
CCDC67	HGNC:26344	-	0	 0.092	 0.103
CCDC68	HGNC:24350	-	1	 0.181	 0.138
CCDC69	HGNC:24487	-	0	 0.101	 0.124
CCDC7	HGNC:26533	-	0	 0.086	 0.094
CCDC70	HGNC:25303	-	0	 0.087	 0.102
CCDC71	HGNC:25760	-	0	 0.100	 0.121
CCDC71L	HGNC:26685	-	0	 0.106	 0.148
CCDC73	HGNC:23261	-	0	 0.084	 0.095
CCDC74A	HGNC:25197	-	0	 0.084	 0.094
CCDC74B	HGNC:25267	-	0	 0.085	 0.092
CCDC77	HGNC:28203	-	0	 0.090	 0.098
CCDC78	HGNC:14153	-	0	 0.086	 0.096
CCDC79	HGNC:26675	-	0	 0.087	 0.098
CCDC8	HGNC:25367	-	0	 0.093	 0.102
CCDC80	HGNC:30649	-	1	 0.304	 1.643
CCDC81	HGNC:26281	-	0	 0.094	 0.110
CCDC82	HGNC:26282	-	0	 0.095	 0.119
CCDC83	HGNC:28535	-	0	 0.091	 0.099
CCDC84	HGNC:30460	-	0	 0.089	 0.105
CCDC85A	HGNC:29400	-	0	 0.091	 0.099
CCDC85B	HGNC:24926	-	0	 0.116	 0.179
CCDC85C	HGNC:35459	-	0	 0.089	 0.100
CCDC86	HGNC:28359	-	0	 0.099	 0.127
CCDC87	HGNC:25579	-	0	 0.089	 0.106
CCDC88A	HGNC:25523	-	0	 0.136	 0.220
CCDC88B	HGNC:26757	± HC-S	0	 0.095	 0.112
CCDC88C	HGNC:19967	-	1	 0.207	 0.368
CCDC89	HGNC:26762	-	0	 0.088	 0.100
CCDC9	HGNC:24560	-	0	 0.101	 0.115
CCDC90B	HGNC:28108	-	0	 0.103	 0.160
CCDC91	HGNC:24855	-	0	 0.100	 0.124
CCDC92	HGNC:29563	-	0	 0.103	 0.131
CCDC93	HGNC:25611	-	0	 0.098	 0.112
CCDC94	HGNC:25518	-	0	 0.096	 0.122
CCDC96	HGNC:26900	-	0	 0.090	 0.100
CCDC97	HGNC:28289	-	0	 0.091	 0.104
CCER1	HGNC:28373	-	0	 0.094	 0.107
CCER2	HGNC:44662	-	0	 0.082	 0.088
CCHCR1	HGNC:13930	-	2	 0.368	 2.138
CCIN	HGNC:1568	-	0	 0.093	 0.100
CCK	HGNC:1569	-	0	 0.114	 0.134
CCKAR	HGNC:1570	-	0	 0.120	 0.153
CCKBR	HGNC:1571	-	0	 0.125	 0.155
CCL1	HGNC:10609	± HC-S	0	 0.136	 0.229
CCL11	HGNC:10610	± HC-S	0	 0.159	 0.300
CCL13	HGNC:10611	± HC-S	0	 0.145	 0.245
CCL14	HGNC:10612	-	0	 0.108	 0.145
CCL15	HGNC:10613	-	0	 0.119	 0.154
CCL16	HGNC:10614	-	0	 0.123	 0.166
CCL17	HGNC:10615	-	0	 0.138	 0.181
CCL18	HGNC:10616	-	0	 0.132	 0.206
CCL19	HGNC:10617	-	0	 0.166	 0.236
CCL2	HGNC:10618	± HC-S	0	 0.248	 0.513
CCL20	HGNC:10619	-	0	 0.223	 0.445
CCL21	HGNC:10620	-	1	 0.419	 1.649
CCL22	HGNC:10621	-	0	 0.171	 0.270
CCL23	HGNC:10622	-	0	 0.142	 0.203
CCL24	HGNC:10623	-	0	 0.108	 0.161
CCL25	HGNC:10624	-	0	 0.122	 0.177
CCL26	HGNC:10625	-	0	 0.106	 0.154
CCL27	HGNC:10626	-	0	 0.124	 0.189
CCL28	HGNC:17700	-	0	 0.117	 0.175
CCL3	HGNC:10627	-	0	 0.220	 0.301
CCL3L1	HGNC:10628	-	0	 0.097	 0.131
CCL3L3	HGNC:30554	-	0	 0.103	 0.144
CCL4	HGNC:10630	-	0	 0.254	 0.372
CCL4L1	HGNC:10631	-	0	 0.089	 0.109
CCL4L2	HGNC:24066	-	0	 0.092	 0.115
CCL5	HGNC:10632	-	0	 0.256	 0.398
CCL7	HGNC:10634	± HC-S	0	 0.164	 0.291
CCL8	HGNC:10635	± HC-S	0	 0.143	 0.271
CCM2	HGNC:21708	-	0	 0.104	 0.128
CCM2L	HGNC:16153	-	0	 0.089	 0.095
CCNA1	HGNC:1577	-	0	 0.127	 0.184
CCNA2	HGNC:1578	-	0	 0.126	 0.173
CCNB1	HGNC:1579	-	0	 0.127	 0.207
CCNB1IP1	HGNC:19437	-	0	 0.102	 0.149
CCNB2	HGNC:1580	-	0	 0.121	 0.157
CCNB3	HGNC:18709	-	0	 0.090	 0.104
CCNC	HGNC:1581	-	0	 0.116	 0.159
CCND1	HGNC:1582	-	2	 1.299	 1.804
CCND2	HGNC:1583	-	0	 0.207	 0.369
CCND3	HGNC:1585	-	0	 0.166	 0.264
CCNDBP1	HGNC:1587	-	0	 0.098	 0.113
CCNE1	HGNC:1589	-	1	 0.505	 0.479
CCNE2	HGNC:1590	-	0	 0.125	 0.179
CCNF	HGNC:1591	-	0	 0.107	 0.126
CCNG1	HGNC:1592	-	0	 0.134	 0.161
CCNG2	HGNC:1593	-	0	 0.139	 0.194
CCNH	HGNC:1594	-	0	 0.128	 0.164
CCNI	HGNC:1595	-	0	 0.109	 0.131
CCNI2	HGNC:33869	-	0	 0.082	 0.089
CCNJ	HGNC:23434	-	0	 0.101	 0.124
CCNJL	HGNC:25876	-	0	 0.094	 0.113
CCNK	HGNC:1596	-	0	 0.107	 0.128
CCNL1	HGNC:20569	-	0	 0.116	 0.150
CCNL2	HGNC:20570	-	0	 0.101	 0.127
CCNO	HGNC:18576	-	0	 0.095	 0.113
CCNT1	HGNC:1599	-	0	 0.115	 0.184
CCNT2	HGNC:1600	-	0	 0.117	 0.165
CCNY	HGNC:23354	± HC-S	1	 0.298	 2.232
CCNYL1	HGNC:26868	-	0	 0.095	 0.120
CCNYL2	HGNC:23495	-	0	 0.084	 0.089
CCP110	HGNC:24342	-	0	 0.102	 0.130
CCPG1	HGNC:24227	-	0	 0.106	 0.151
CCR1	HGNC:1602	-	2	 2.533	14.347
CCR10	HGNC:4474	-	0	 0.141	 0.198
CCR2	HGNC:1603	-	0	 0.225	 0.454
CCR3	HGNC:1604	-	0	 0.158	 0.248
CCR4	HGNC:1605	-	1	 0.632	 3.396
CCR5	HGNC:1606	-	0	 0.236	 0.481
CCR6	HGNC:1607	+ HC-P	1	 1.096	 1.366
CCR7	HGNC:1608	-	0	 0.236	 0.402
CCR8	HGNC:1609	-	0	 0.147	 0.206
CCR9	HGNC:1610	-	0	 0.154	 0.259
CCRL2	HGNC:1612	-	0	 0.120	 0.170
CCRN4L	HGNC:14254	-	0	 0.114	 0.139
CCS	HGNC:1613	-	0	 0.111	 0.136
CCSAP	HGNC:29578	-	0	 0.090	 0.109
CCSER1	HGNC:29349	-	0	 0.090	 0.104
CCSER2	HGNC:29197	-	0	 0.112	 0.148
CCT2	HGNC:1615	-	0	 0.109	 0.136
CCT3	HGNC:1616	-	0	 0.113	 0.182
CCT4	HGNC:1617	-	0	 0.112	 0.162
CCT5	HGNC:1618	-	0	 0.103	 0.132
CCT6A	HGNC:1620	-	0	 0.110	 0.154
CCT6B	HGNC:1621	-	0	 0.097	 0.127
CCT7	HGNC:1622	-	0	 0.109	 0.154
CCT8	HGNC:1623	-	0	 0.106	 0.134
CCT8L2	HGNC:15553	-	0	 0.090	 0.100
CCZ1	HGNC:21691	-	0	 0.092	 0.107
CCZ1B	HGNC:21717	-	0	 0.090	 0.108
CD101	HGNC:5949	-	0	 0.103	 0.131
CD109	HGNC:21685	-	0	 0.104	 0.127
CD14	HGNC:1628	-	0	 0.184	 0.301
CD151	HGNC:1630	-	0	 0.123	 0.167
CD160	HGNC:17013	-	0	 0.123	 0.151
CD163	HGNC:1631	-	0	 0.122	 0.155
CD163L1	HGNC:30375	-	0	 0.085	 0.101
CD164	HGNC:1632	-	0	 0.130	 0.193
CD164L2	HGNC:32043	-	0	 0.088	 0.099
CD177	HGNC:30072	-	0	 0.092	 0.100
CD180	HGNC:6726	-	0	 0.115	 0.157
CD19	HGNC:1633	± HC-S	0	 0.176	 0.206
CD1A	HGNC:1634	-	0	 0.108	 0.124
CD1B	HGNC:1635	-	0	 0.114	 0.127
CD1C	HGNC:1636	-	0	 0.120	 0.133
CD1D	HGNC:1637	-	0	 0.157	 0.220
CD1E	HGNC:1638	-	0	 0.109	 0.120
CD2	HGNC:1639	-	0	 0.220	 0.253
CD200	HGNC:7203	-	0	 0.132	 0.179
CD200R1	HGNC:24235	-	0	 0.105	 0.126
CD200R1L	HGNC:24665	-	0	 0.087	 0.095
CD207	HGNC:17935	-	0	 0.099	 0.115
CD209	HGNC:1641	-	0	 0.108	 0.123
CD22	HGNC:1643	-	0	 0.153	 0.194
CD226	HGNC:16961	-	1	 0.481	 2.661
CD24	HGNC:1645	-	0	 0.163	 0.255
CD244	HGNC:18171	± LC-P	0	 0.117	 0.179
CD247	HGNC:1677	-	1	 1.814	 1.456
CD248	HGNC:18219	-	0	 0.104	 0.117
CD27	HGNC:11922	-	0	 0.153	 0.243
CD274	HGNC:17635	-	0	 0.169	 0.206
CD276	HGNC:19137	-	0	 0.116	 0.173
CD28	HGNC:1653	-	0	 0.455	 0.483
CD2AP	HGNC:14258	-	1	 0.288	 0.215
CD2BP2	HGNC:1656	-	0	 0.105	 0.128
CD300A	HGNC:19319	-	0	 0.105	 0.137
CD300C	HGNC:19320	-	0	 0.108	 0.143
CD300E	HGNC:28874	-	0	 0.085	 0.101
CD300LB	HGNC:30811	-	0	 0.088	 0.100
CD300LD	HGNC:16848	-	0	 0.087	 0.095
CD300LF	HGNC:29883	-	0	 0.092	 0.106
CD300LG	HGNC:30455	-	0	 0.088	 0.104
CD302	HGNC:30843	-	0	 0.108	 0.138
CD320	HGNC:16692	-	0	 0.098	 0.116
CD33	HGNC:1659	-	1	 0.294	 0.237
CD34	HGNC:1662	-	0	 0.149	 0.176
CD36	HGNC:1663	-	0	 0.163	 0.226
CD37	HGNC:1666	-	0	 0.149	 0.200
CD38	HGNC:1667	-	0	 0.156	 0.248
CD3D	HGNC:1673	-	0	 0.236	 0.294
CD3E	HGNC:1674	-	0	 0.231	 0.342
CD3EAP	HGNC:24219	-	0	 0.105	 0.132
CD3G	HGNC:1675	-	0	 0.196	 0.273
CD4	HGNC:1678	-	0	 0.258	 0.466
CD40	HGNC:11919	-	3	 6.740	24.693
CD40LG	HGNC:11935	-	0	 0.276	 0.380
CD44	HGNC:1681	-	1	 0.779	 1.122
CD46	HGNC:6953	-	0	 0.233	 0.139
CD47	HGNC:1682	-	0	 0.199	 0.282
CD48	HGNC:1683	-	0	 0.161	 0.206
CD5	HGNC:1685	-	0	 0.150	 0.204
CD52	HGNC:1804	-	0	 0.129	 0.171
CD53	HGNC:1686	-	0	 0.138	 0.193
CD55	HGNC:2665	-	0	 0.258	 0.232
CD58	HGNC:1688	-	1	 0.407	 1.783
CD59	HGNC:1689	-	0	 0.129	 0.162
CD5L	HGNC:1690	-	0	 0.110	 0.134
CD6	HGNC:1691	-	1	 0.415	 1.715
CD63	HGNC:1692	-	0	 0.133	 0.181
CD68	HGNC:1693	-	0	 0.127	 0.172
CD69	HGNC:1694	-	1	 0.632	 3.599
CD7	HGNC:1695	-	0	 0.140	 0.169
CD70	HGNC:11937	-	0	 0.128	 0.191
CD72	HGNC:1696	-	0	 0.142	 0.172
CD74	HGNC:1697	-	0	 0.200	 0.319
CD79A	HGNC:1698	-	0	 0.180	 0.221
CD79B	HGNC:1699	-	0	 0.170	 0.219
CD80	HGNC:1700	-	2	 2.576	 3.535
CD81	HGNC:1701	-	0	 0.160	 0.254
CD82	HGNC:6210	-	0	 0.136	 0.151
CD83	HGNC:1703	-	1	 0.618	 2.235
CD84	HGNC:1704	-	0	 0.112	 0.148
CD86	HGNC:1705	-	1	 1.184	 4.953
CD8A	HGNC:1706	-	0	 0.171	 0.174
CD8B	HGNC:1707	-	0	 0.143	 0.153
CD9	HGNC:1709	-	0	 0.159	 0.193
CD93	HGNC:15855	-	0	 0.122	 0.172
CD96	HGNC:16892	-	0	 0.129	 0.171
CD97	HGNC:1711	-	0	 0.142	 0.200
CD99	HGNC:7082	-	0	 0.119	 0.131
CD99L2	HGNC:18237	-	0	 0.098	 0.117
CDA	HGNC:1712	-	0	 0.126	 0.175
CDADC1	HGNC:20299	-	0	 0.094	 0.108
CDAN1	HGNC:1713	-	0	 0.090	 0.107
CDC123	HGNC:16827	-	1	 0.239	 0.330
CDC14A	HGNC:1718	-	0	 0.115	 0.179
CDC14B	HGNC:1719	-	0	 0.110	 0.165
CDC14C	HGNC:22427	-	0	 0.082	 0.088
CDC16	HGNC:1720	-	0	 0.115	 0.256
CDC20	HGNC:1723	-	0	 0.134	 0.285
CDC20B	HGNC:24222	-	0	 0.089	 0.104
CDC23	HGNC:1724	-	0	 0.113	 0.267
CDC25A	HGNC:1725	-	0	 0.130	 0.214
CDC25B	HGNC:1726	-	0	 0.133	 0.172
CDC25C	HGNC:1727	-	0	 0.107	 0.152
CDC26	HGNC:17839	-	0	 0.102	 0.220
CDC27	HGNC:1728	-	0	 0.127	 0.296
CDC34	HGNC:1734	-	0	 0.113	 0.197
CDC37	HGNC:1735	-	0	 0.119	 0.185
CDC37L1	HGNC:17179	-	0	 0.105	 0.151
CDC40	HGNC:17350	-	0	 0.106	 0.140
CDC42	HGNC:1736	-	0	 0.175	 0.220
CDC42BPA	HGNC:1737	-	0	 0.116	 0.140
CDC42BPB	HGNC:1738	-	0	 0.112	 0.132
CDC42BPG	HGNC:29829	-	0	 0.096	 0.117
CDC42EP1	HGNC:17014	-	0	 0.111	 0.126
CDC42EP2	HGNC:16263	-	0	 0.122	 0.152
CDC42EP3	HGNC:16943	-	0	 0.133	 0.218
CDC42EP4	HGNC:17147	-	0	 0.111	 0.138
CDC42EP5	HGNC:17408	-	0	 0.100	 0.121
CDC42SE1	HGNC:17719	-	0	 0.114	 0.165
CDC42SE2	HGNC:18547	-	0	 0.108	 0.130
CDC45	HGNC:1739	-	0	 0.116	 0.153
CDC5L	HGNC:1743	-	0	 0.109	 0.127
CDC6	HGNC:1744	-	0	 0.119	 0.167
CDC7	HGNC:1745	-	0	 0.115	 0.165
CDC73	HGNC:16783	-	0	 0.103	 0.119
CDCA2	HGNC:14623	-	0	 0.092	 0.104
CDCA3	HGNC:14624	-	0	 0.105	 0.126
CDCA4	HGNC:14625	-	0	 0.097	 0.122
CDCA5	HGNC:14626	-	0	 0.100	 0.122
CDCA7	HGNC:14628	-	1	 0.204	 0.305
CDCA7L	HGNC:30777	-	0	 0.098	 0.117
CDCA8	HGNC:14629	-	0	 0.099	 0.119
CDCP1	HGNC:24357	-	0	 0.106	 0.138
CDCP2	HGNC:27297	-	0	 0.084	 0.093
CDH1	HGNC:1748	-	0	 0.184	 0.231
CDH10	HGNC:1749	-	0	 0.104	 0.124
CDH11	HGNC:1750	-	0	 0.116	 0.133
CDH12	HGNC:1751	-	0	 0.094	 0.116
CDH13	HGNC:1753	-	0	 0.132	 0.179
CDH15	HGNC:1754	-	0	 0.108	 0.116
CDH16	HGNC:1755	-	0	 0.103	 0.111
CDH17	HGNC:1756	-	0	 0.099	 0.121
CDH18	HGNC:1757	-	0	 0.091	 0.104
CDH19	HGNC:1758	-	0	 0.095	 0.107
CDH2	HGNC:1759	-	0	 0.142	 0.172
CDH20	HGNC:1760	-	0	 0.094	 0.108
CDH22	HGNC:13251	-	0	 0.099	 0.117
CDH23	HGNC:13733	-	0	 0.095	 0.113
CDH24	HGNC:14265	-	0	 0.093	 0.112
CDH26	HGNC:15902	-	0	 0.088	 0.113
CDH3	HGNC:1762	-	0	 0.121	 0.146
CDH4	HGNC:1763	-	0	 0.113	 0.130
CDH5	HGNC:1764	-	0	 0.125	 0.142
CDH6	HGNC:1765	-	0	 0.103	 0.123
CDH7	HGNC:1766	-	0	 0.095	 0.097
CDH8	HGNC:1767	-	0	 0.095	 0.100
CDH9	HGNC:1768	-	1	 0.279	 0.136
CDHR1	HGNC:14550	-	0	 0.092	 0.105
CDHR2	HGNC:18231	-	0	 0.096	 0.120
CDHR3	HGNC:26308	-	0	 0.093	 0.107
CDHR4	HGNC:34527	-	0	 0.086	 0.098
CDHR5	HGNC:7521	-	0	 0.095	 0.115
CDIP1	HGNC:13234	-	0	 0.109	 0.137
CDIPT	HGNC:1769	-	0	 0.115	 0.139
CDK1	HGNC:1722	-	0	 0.188	 0.334
CDK10	HGNC:1770	-	0	 0.104	 0.127
CDK11A	HGNC:1730	-	0	 0.108	 0.147
CDK11B	HGNC:1729	-	0	 0.105	 0.122
CDK12	HGNC:24224	-	0	 0.104	 0.129
CDK13	HGNC:1733	-	0	 0.111	 0.130
CDK14	HGNC:8883	-	0	 0.120	 0.138
CDK15	HGNC:14434	-	0	 0.087	 0.098
CDK16	HGNC:8749	-	0	 0.116	 0.167
CDK17	HGNC:8750	-	0	 0.121	 0.181
CDK18	HGNC:8751	-	0	 0.107	 0.130
CDK19	HGNC:19338	-	0	 0.107	 0.139
CDK2	HGNC:1771	-	0	 0.191	 0.285
CDK20	HGNC:21420	-	0	 0.094	 0.107
CDK2AP1	HGNC:14002	-	0	 0.120	 0.165
CDK2AP2	HGNC:30833	-	0	 0.109	 0.140
CDK3	HGNC:1772	-	0	 0.097	 0.113
CDK4	HGNC:1773	-	0	 0.153	 0.209
CDK5	HGNC:1774	-	0	 0.154	 0.190
CDK5R1	HGNC:1775	-	0	 0.162	 0.204
CDK5R2	HGNC:1776	-	0	 0.102	 0.115
CDK5RAP1	HGNC:15880	-	0	 0.092	 0.106
CDK5RAP2	HGNC:18672	-	0	 0.100	 0.110
CDK5RAP3	HGNC:18673	-	0	 0.100	 0.117
CDK6	HGNC:1777	-	0	 0.185	 0.299
CDK7	HGNC:1778	-	0	 0.121	 0.160
CDK8	HGNC:1779	-	0	 0.121	 0.176
CDK9	HGNC:1780	-	0	 0.125	 0.193
CDKAL1	HGNC:21050	+ HC-P	2	 2.426	 0.237
CDKL1	HGNC:1781	-	0	 0.097	 0.127
CDKL2	HGNC:1782	-	0	 0.097	 0.114
CDKL3	HGNC:15483	-	0	 0.094	 0.120
CDKL4	HGNC:19287	-	0	 0.085	 0.095
CDKL5	HGNC:11411	-	0	 0.103	 0.132
CDKN1A	HGNC:1784	-	0	 0.266	 0.505
CDKN1B	HGNC:1785	-	0	 0.187	 0.333
CDKN1C	HGNC:1786	-	0	 0.139	 0.175
CDKN2A	HGNC:1787	-	2	 1.003	 0.513
CDKN2AIP	HGNC:24325	-	0	 0.098	 0.126
CDKN2AIPNL	HGNC:30545	-	0	 0.088	 0.108
CDKN2B	HGNC:1788	-	3	 0.622	 1.507
CDKN2C	HGNC:1789	-	0	 0.147	 0.209
CDKN2D	HGNC:1790	-	0	 0.120	 0.163
CDKN3	HGNC:1791	-	0	 0.113	 0.150
CDNF	HGNC:24913	-	0	 0.084	 0.095
CDO1	HGNC:1795	-	0	 0.113	 0.176
CDON	HGNC:17104	-	0	 0.109	 0.137
CDPF1	HGNC:33710	-	0	 0.090	 0.105
CDR1	HGNC:1798	-	0	 0.094	 0.102
CDR2	HGNC:1799	-	0	 0.106	 0.128
CDR2L	HGNC:29999	-	0	 0.100	 0.116
CDRT1	HGNC:14379	-	0	 0.088	 0.102
CDRT15	HGNC:14395	-	0	 0.088	 0.099
CDRT15L2	HGNC:34075	-	0	 0.083	 0.093
CDRT4	HGNC:14383	-	0	 0.087	 0.097
CDS1	HGNC:1800	-	0	 0.112	 0.133
CDS2	HGNC:1801	-	0	 0.110	 0.147
CDSN	HGNC:1802	-	0	 0.098	 0.110
CDT1	HGNC:24576	-	0	 0.112	 0.150
CDV3	HGNC:26928	-	0	 0.111	 0.144
CDX1	HGNC:1805	-	0	 0.107	 0.110
CDX2	HGNC:1806	-	0	 0.113	 0.122
CDX4	HGNC:1808	-	0	 0.091	 0.103
CDY1	HGNC:1809	-	0	 0.088	 0.090
CDY1B	HGNC:23920	-	0	 0.085	 0.089
CDY2A	HGNC:1810	-	0	 0.084	 0.089
CDY2B	HGNC:23921	-	0	 0.084	 0.089
CDYL	HGNC:1811	-	0	 0.113	 0.142
CDYL2	HGNC:23030	-	1	 0.180	 0.284
CEACAM1	HGNC:1814	-	0	 0.117	 0.138
CEACAM16	HGNC:31948	-	0	 0.083	 0.089
CEACAM18	HGNC:31949	-	0	 0.082	 0.088
CEACAM19	HGNC:31951	-	0	 0.091	 0.098
CEACAM20	HGNC:24879	-	0	 0.086	 0.094
CEACAM21	HGNC:28834	-	0	 0.092	 0.107
CEACAM3	HGNC:1815	-	0	 0.098	 0.111
CEACAM4	HGNC:1816	-	0	 0.097	 0.104
CEACAM5	HGNC:1817	-	0	 0.100	 0.113
CEACAM6	HGNC:1818	-	0	 0.112	 0.129
CEACAM7	HGNC:1819	-	0	 0.095	 0.110
CEACAM8	HGNC:1820	-	0	 0.104	 0.119
CEBPA	HGNC:1833	± HC-S	0	 0.150	 0.226
CEBPB	HGNC:1834	-	0	 0.192	 0.353
CEBPD	HGNC:1835	-	0	 0.158	 0.233
CEBPE	HGNC:1836	-	1	 2.893	 0.455
CEBPG	HGNC:1837	-	0	 0.140	 0.188
CEBPZ	HGNC:24218	-	0	 0.109	 0.134
CECR1	HGNC:1839	-	0	 0.107	 0.133
CECR2	HGNC:1840	-	0	 0.097	 0.113
CECR5	HGNC:1843	-	0	 0.097	 0.120
CECR6	HGNC:1844	-	0	 0.094	 0.115
CEL	HGNC:1848	-	0	 0.111	 0.148
CELA1	HGNC:3308	-	0	 0.104	 0.125
CELA2A	HGNC:24609	-	0	 0.095	 0.114
CELA2B	HGNC:29995	-	0	 0.095	 0.102
CELA3A	HGNC:15944	-	0	 0.099	 0.117
CELA3B	HGNC:15945	-	0	 0.091	 0.102
CELF1	HGNC:2549	-	0	 0.119	 0.170
CELF2	HGNC:2550	-	0	 0.139	 0.192
CELF3	HGNC:11967	-	0	 0.106	 0.127
CELF4	HGNC:14015	-	0	 0.106	 0.117
CELF5	HGNC:14058	-	0	 0.085	 0.095
CELF6	HGNC:14059	-	0	 0.093	 0.107
CELSR1	HGNC:1850	-	0	 0.109	 0.123
CELSR2	HGNC:3231	-	1	 2.144	 0.160
CELSR3	HGNC:3230	-	0	 0.108	 0.132
CEMP1	HGNC:32553	-	0	 0.088	 0.097
CEND1	HGNC:24153	-	0	 0.095	 0.109
CENPA	HGNC:1851	-	0	 0.113	 0.149
CENPB	HGNC:1852	-	0	 0.104	 0.122
CENPBD1	HGNC:28272	-	0	 0.091	 0.103
CENPC	HGNC:1854	-	0	 0.102	 0.126
CENPE	HGNC:1856	-	0	 0.114	 0.145
CENPF	HGNC:1857	-	0	 0.123	 0.175
CENPH	HGNC:17268	-	0	 0.102	 0.119
CENPI	HGNC:3968	-	0	 0.097	 0.123
CENPJ	HGNC:17272	-	0	 0.099	 0.121
CENPK	HGNC:29479	-	0	 0.101	 0.126
CENPL	HGNC:17879	-	0	 0.095	 0.114
CENPM	HGNC:18352	-	0	 0.098	 0.116
CENPN	HGNC:30873	-	0	 0.098	 0.119
CENPO	HGNC:28152	-	0	 0.093	 0.115
CENPP	HGNC:32933	-	0	 0.089	 0.096
CENPQ	HGNC:21347	-	0	 0.095	 0.114
CENPT	HGNC:25787	-	0	 0.101	 0.108
CENPU	HGNC:21348	-	1	 0.789	 0.559
CENPV	HGNC:29920	-	0	 0.098	 0.120
CENPW	HGNC:21488	-	1	 0.327	 1.633
CEP104	HGNC:24866	-	0	 0.094	 0.108
CEP112	HGNC:28514	-	0	 0.092	 0.116
CEP120	HGNC:26690	-	0	 0.099	 0.146
CEP128	HGNC:20359	-	0	 0.092	 0.112
