gene_symbol	gene_code	status	other_associations	mean_prediction	prediction
CELF6	HGNC:14059	-	0	 0.093	 0.122
CELSR1	HGNC:1850	-	0	 0.109	 0.129
CELSR2	HGNC:3231	-	1	 2.144	 0.258
CELSR3	HGNC:3230	-	0	 0.108	 0.139
CEMP1	HGNC:32553	-	0	 0.088	 0.095
CEND1	HGNC:24153	-	0	 0.095	 0.107
CENPA	HGNC:1851	-	0	 0.113	 0.161
CENPB	HGNC:1852	-	0	 0.104	 0.137
CENPBD1	HGNC:28272	-	0	 0.091	 0.100
CENPC	HGNC:1854	-	0	 0.102	 0.130
CENPE	HGNC:1856	-	0	 0.114	 0.228
CENPF	HGNC:1857	-	0	 0.123	 0.205
CENPH	HGNC:17268	-	0	 0.102	 0.127
CENPI	HGNC:3968	-	0	 0.097	 0.119
CENPJ	HGNC:17272	-	0	 0.099	 0.122
CENPK	HGNC:29479	-	0	 0.101	 0.123
CENPL	HGNC:17879	-	0	 0.095	 0.116
CENPM	HGNC:18352	-	0	 0.098	 0.123
CENPN	HGNC:30873	-	0	 0.098	 0.133
CENPO	HGNC:28152	-	0	 0.093	 0.109
CENPP	HGNC:32933	-	0	 0.089	 0.107
CENPQ	HGNC:21347	-	0	 0.095	 0.121
CENPT	HGNC:25787	-	0	 0.101	 0.118
CENPU	HGNC:21348	-	1	 0.789	 0.501
CENPV	HGNC:29920	-	0	 0.098	 0.115
CENPW	HGNC:21488	-	1	 0.327	 0.383
CEP104	HGNC:24866	-	0	 0.094	 0.113
CEP112	HGNC:28514	-	0	 0.092	 0.101
CEP120	HGNC:26690	-	0	 0.099	 0.112
CEP128	HGNC:20359	-	0	 0.092	 0.100
CEP135	HGNC:29086	-	0	 0.107	 0.134
CEP152	HGNC:29298	-	0	 0.091	 0.106
CEP164	HGNC:29182	-	0	 0.098	 0.117
CEP170	HGNC:28920	-	0	 0.103	 0.130
CEP170B	HGNC:20362	-	0	 0.097	 0.108
CEP19	HGNC:28209	-	0	 0.099	 0.123
CEP192	HGNC:25515	-	0	 0.095	 0.114
CEP250	HGNC:1859	-	0	 0.102	 0.152
CEP290	HGNC:29021	-	0	 0.103	 0.136
CEP350	HGNC:24238	-	0	 0.110	 0.144
CEP41	HGNC:12370	-	0	 0.104	 0.147
CEP44	HGNC:29356	-	0	 0.089	 0.100
CEP55	HGNC:1161	-	0	 0.104	 0.141
CEP57	HGNC:30794	-	0	 0.112	 0.155
CEP57L1	HGNC:21561	-	0	 0.091	 0.104
CEP63	HGNC:25815	-	0	 0.093	 0.111
CEP68	HGNC:29076	-	0	 0.104	 0.122
CEP70	HGNC:29972	-	0	 0.099	 0.113
CEP72	HGNC:25547	-	0	 0.092	 0.106
CEP76	HGNC:25727	-	0	 0.093	 0.114
CEP78	HGNC:25740	-	0	 0.087	 0.094
CEP85	HGNC:25309	-	0	 0.095	 0.116
CEP85L	HGNC:21638	-	0	 0.090	 0.099
CEP89	HGNC:25907	-	0	 0.089	 0.098
CEP95	HGNC:25141	-	0	 0.101	 0.123
CEP97	HGNC:26244	-	0	 0.096	 0.113
CEPT1	HGNC:24289	-	0	 0.113	 0.124
CER1	HGNC:1862	-	0	 0.098	 0.109
CERCAM	HGNC:23723	-	0	 0.094	 0.103
CERK	HGNC:19256	-	0	 0.112	 0.124
CERKL	HGNC:21699	-	0	 0.092	 0.100
CERS1	HGNC:14253	-	0	 0.092	 0.109
CERS2	HGNC:14076	-	0	 0.114	 0.136
CERS3	HGNC:23752	-	0	 0.088	 0.098
CERS4	HGNC:23747	-	0	 0.098	 0.107
CERS5	HGNC:23749	-	0	 0.099	 0.118
CERS6	HGNC:23826	-	0	 0.115	 0.140
CES1	HGNC:1863	-	0	 0.113	 0.126
CES2	HGNC:1864	-	0	 0.100	 0.114
CES3	HGNC:1865	-	0	 0.092	 0.098
CES4A	HGNC:26741	-	0	 0.089	 0.094
CES5A	HGNC:26459	-	0	 0.090	 0.099
CETN1	HGNC:1866	-	0	 0.095	 0.119
CETN2	HGNC:1867	-	0	 0.104	 0.131
CETN3	HGNC:1868	-	0	 0.104	 0.160
CETP	HGNC:1869	-	2	 0.480	 1.256
CFB	HGNC:1037	-	1	 0.474	 0.215
CFC1	HGNC:18292	-	0	 0.086	 0.091
CFC1B	HGNC:33983	-	0	 0.083	 0.087
CFD	HGNC:2771	-	0	 0.205	 0.151
CFDP1	HGNC:1873	-	0	 0.101	 0.138
CFH	HGNC:4883	-	1	 0.527	 0.210
CFHR1	HGNC:4888	-	0	 0.129	 0.122
CFHR2	HGNC:4890	-	0	 0.100	 0.110
CFHR3	HGNC:16980	-	0	 0.174	 0.104
CFHR4	HGNC:16979	-	0	 0.102	 0.098
CFHR5	HGNC:24668	-	0	 0.100	 0.103
CFI	HGNC:5394	-	1	 0.553	 0.174
CFL1	HGNC:1874	-	0	 0.128	 0.206
CFL2	HGNC:1875	-	0	 0.116	 0.160
CFLAR	HGNC:1876	-	0	 0.253	 0.169
CFP	HGNC:8864	-	0	 0.185	 0.126
CFTR	HGNC:1884	-	0	 0.133	 0.193
CGA	HGNC:1885	-	0	 0.134	 0.140
CGB	HGNC:1886	-	0	 0.095	 0.108
CGB1	HGNC:16721	-	0	 0.083	 0.087
CGB2	HGNC:16722	-	0	 0.083	 0.089
CGB5	HGNC:16452	-	0	 0.085	 0.088
CGB7	HGNC:16451	-	0	 0.086	 0.092
CGB8	HGNC:16453	-	0	 0.088	 0.095
CGGBP1	HGNC:1888	-	0	 0.106	 0.146
CGN	HGNC:17429	-	0	 0.109	 0.134
CGNL1	HGNC:25931	-	0	 0.095	 0.123
CGREF1	HGNC:16962	-	0	 0.098	 0.118
CGRRF1	HGNC:15528	-	0	 0.099	 0.115
CH25H	HGNC:1907	-	0	 0.110	 0.133
CHAC1	HGNC:28680	-	0	 0.108	 0.126
CHAC2	HGNC:32363	-	0	 0.125	 0.115
CHAD	HGNC:1909	-	0	 0.102	 0.126
CHADL	HGNC:25165	-	0	 0.086	 0.099
CHAF1A	HGNC:1910	-	0	 0.106	 0.136
CHAF1B	HGNC:1911	-	0	 0.101	 0.133
CHAMP1	HGNC:20311	-	0	 0.090	 0.104
CHAT	HGNC:1912	-	0	 0.106	 0.122
CHCHD1	HGNC:23518	-	0	 0.090	 0.102
CHCHD10	HGNC:15559	-	0	 0.095	 0.104
CHCHD2	HGNC:21645	-	0	 0.093	 0.109
CHCHD3	HGNC:21906	-	0	 0.105	 0.136
CHCHD4	HGNC:26467	-	0	 0.093	 0.114
CHCHD5	HGNC:17840	-	0	 0.089	 0.109
CHCHD6	HGNC:28184	-	0	 0.095	 0.104
CHCHD7	HGNC:28314	-	0	 0.104	 0.133
CHD1	HGNC:1915	-	0	 0.129	 0.182
CHD1L	HGNC:1916	-	0	 0.102	 0.112
CHD2	HGNC:1917	-	0	 0.114	 0.163
CHD3	HGNC:1918	-	0	 0.119	 0.146
CHD4	HGNC:1919	-	0	 0.127	 0.197
CHD5	HGNC:16816	-	0	 0.094	 0.108
CHD6	HGNC:19057	-	0	 0.100	 0.126
CHD7	HGNC:20626	-	0	 0.117	 0.153
CHD8	HGNC:20153	-	0	 0.101	 0.147
CHD9	HGNC:25701	-	0	 0.116	 0.151
CHDC2	HGNC:26708	-	0	 0.085	 0.090
CHDH	HGNC:24288	-	0	 0.094	 0.141
CHEK1	HGNC:1925	-	0	 0.127	 0.192
CHEK2	HGNC:16627	-	0	 0.118	 0.149
CHERP	HGNC:16930	-	0	 0.100	 0.119
CHFR	HGNC:20455	-	0	 0.111	 0.148
CHGA	HGNC:1929	-	0	 0.107	 0.141
CHGB	HGNC:1930	-	0	 0.108	 0.127
CHI3L1	HGNC:1932	-	0	 0.119	 0.161
CHI3L2	HGNC:1933	-	0	 0.105	 0.116
CHIA	HGNC:17432	-	0	 0.096	 0.111
CHIC1	HGNC:1934	-	0	 0.090	 0.105
CHIC2	HGNC:1935	-	0	 0.105	 0.132
CHID1	HGNC:28474	-	0	 0.095	 0.110
CHIT1	HGNC:1936	-	0	 0.105	 0.127
CHKA	HGNC:1937	-	0	 0.120	 0.145
CHKB	HGNC:1938	-	0	 0.110	 0.134
CHL1	HGNC:1939	-	0	 0.120	 0.152
CHM	HGNC:1940	-	0	 0.102	 0.129
CHML	HGNC:1941	-	0	 0.102	 0.126
CHMP1A	HGNC:8740	-	0	 0.112	 0.166
CHMP1B	HGNC:24287	-	0	 0.111	 0.151
CHMP2A	HGNC:30216	-	0	 0.105	 0.150
CHMP2B	HGNC:24537	-	0	 0.109	 0.136
CHMP3	HGNC:29865	-	0	 0.102	 0.136
CHMP4A	HGNC:20274	-	0	 0.099	 0.118
CHMP4B	HGNC:16171	-	0	 0.107	 0.158
CHMP4C	HGNC:30599	-	1	 0.285	 0.289
CHMP5	HGNC:26942	-	0	 0.105	 0.138
CHMP6	HGNC:25675	-	0	 0.099	 0.238
CHMP7	HGNC:28439	-	0	 0.106	 0.118
CHN1	HGNC:1943	-	0	 0.115	 0.165
CHN2	HGNC:1944	-	0	 0.122	 0.214
CHODL	HGNC:17807	-	0	 0.101	 0.124
CHORDC1	HGNC:14525	-	0	 0.106	 0.125
CHP1	HGNC:17433	-	0	 0.126	 0.192
CHP2	HGNC:24927	-	0	 0.102	 0.102
CHPF	HGNC:24291	-	0	 0.113	 0.134
CHPF2	HGNC:29270	-	0	 0.100	 0.104
CHPT1	HGNC:17852	-	0	 0.120	 0.148
CHRAC1	HGNC:13544	-	0	 0.089	 0.103
CHRD	HGNC:1949	-	0	 0.113	 0.168
CHRDL1	HGNC:29861	-	0	 0.111	 0.141
CHRDL2	HGNC:24168	-	0	 0.092	 0.098
CHRFAM7A	HGNC:15781	-	0	 0.088	 0.091
CHRM1	HGNC:1950	-	0	 0.126	 0.172
CHRM2	HGNC:1951	-	0	 0.108	 0.132
CHRM3	HGNC:1952	-	1	 0.301	 0.204
CHRM4	HGNC:1953	-	0	 0.103	 0.115
CHRM5	HGNC:1954	-	0	 0.110	 0.141
CHRNA1	HGNC:1955	-	0	 0.120	 0.144
CHRNA10	HGNC:13800	-	0	 0.093	 0.100
CHRNA2	HGNC:1956	-	0	 0.128	 0.136
CHRNA3	HGNC:1957	-	2	 0.612	 0.310
CHRNA4	HGNC:1958	-	0	 0.125	 0.135
CHRNA5	HGNC:1959	-	0	 0.118	 0.140
CHRNA6	HGNC:15963	-	0	 0.111	 0.128
CHRNA7	HGNC:1960	-	0	 0.125	 0.150
CHRNA9	HGNC:14079	-	0	 0.100	 0.114
CHRNB1	HGNC:1961	-	0	 0.114	 0.141
CHRNB2	HGNC:1962	-	0	 0.121	 0.150
CHRNB3	HGNC:1963	-	1	 3.555	 0.228
CHRNB4	HGNC:1964	-	0	 0.158	 0.141
CHRND	HGNC:1965	-	0	 0.114	 0.131
CHRNE	HGNC:1966	-	0	 0.116	 0.143
CHRNG	HGNC:1967	-	0	 0.109	 0.129
CHST1	HGNC:1969	-	0	 0.124	 0.145
CHST10	HGNC:19650	-	0	 0.096	 0.113
CHST11	HGNC:17422	-	0	 0.127	 0.147
CHST12	HGNC:17423	-	0	 0.110	 0.121
CHST13	HGNC:21755	-	0	 0.094	 0.109
CHST14	HGNC:24464	-	0	 0.098	 0.117
CHST15	HGNC:18137	-	0	 0.138	 0.193
CHST2	HGNC:1970	-	0	 0.132	 0.148
CHST3	HGNC:1971	-	0	 0.109	 0.134
CHST4	HGNC:1972	-	0	 0.104	 0.111
CHST5	HGNC:1973	-	0	 0.098	 0.120
CHST6	HGNC:6938	-	0	 0.099	 0.105
CHST7	HGNC:13817	-	0	 0.119	 0.155
CHST8	HGNC:15993	-	0	 0.102	 0.119
CHST9	HGNC:19898	-	1	 0.191	 0.220
CHSY1	HGNC:17198	-	0	 0.110	 0.132
CHSY3	HGNC:24293	-	0	 0.092	 0.104
CHTF18	HGNC:18435	-	0	 0.089	 0.099
CHTF8	HGNC:24353	-	0	 0.089	 0.094
CHTOP	HGNC:24511	-	0	 0.104	 0.118
CHUK	HGNC:1974	-	0	 0.287	 0.214
CHURC1	HGNC:20099	-	0	 0.097	 0.118
CIAO1	HGNC:14280	-	0	 0.106	 0.155
CIAPIN1	HGNC:28050	-	0	 0.106	 0.117
CIART	HGNC:25200	-	0	 0.092	 0.102
CIB1	HGNC:16920	-	0	 0.119	 0.149
CIB2	HGNC:24579	-	0	 0.097	 0.125
CIB3	HGNC:24580	-	0	 0.085	 0.090
CIB4	HGNC:33703	-	0	 0.087	 0.095
CIC	HGNC:14214	-	0	 0.104	 0.129
CIDEA	HGNC:1976	-	0	 0.105	 0.125
CIDEB	HGNC:1977	-	0	 0.106	 0.137
CIDEC	HGNC:24229	-	0	 0.103	 0.118
CIITA	HGNC:7067	-	0	 0.154	 0.151
CILP	HGNC:1980	-	0	 0.100	 0.128
CILP2	HGNC:24213	-	0	 0.088	 0.093
CINP	HGNC:23789	-	0	 0.090	 0.102
CIPC	HGNC:20365	-	0	 0.099	 0.120
CIR1	HGNC:24217	-	0	 0.117	 0.152
CIRBP	HGNC:1982	-	0	 0.120	 0.150
CIRH1A	HGNC:1983	-	0	 0.096	 0.112
CISD1	HGNC:30880	-	0	 0.101	 0.125
CISD2	HGNC:24212	-	0	 0.093	 0.103
CISD3	HGNC:27578	-	0	 0.088	 0.100
CISH	HGNC:1984	-	0	 0.160	 0.169
CIT	HGNC:1985	-	0	 0.106	 0.243
CITED1	HGNC:1986	-	0	 0.116	 0.165
CITED2	HGNC:1987	-	0	 0.183	 0.327
CITED4	HGNC:18696	-	0	 0.104	 0.118
CIZ1	HGNC:16744	-	0	 0.102	 0.115
CKAP2	HGNC:1990	-	0	 0.104	 0.126
CKAP2L	HGNC:26877	-	0	 0.093	 0.113
CKAP4	HGNC:16991	-	0	 0.123	 0.157
CKAP5	HGNC:28959	-	0	 0.108	 0.148
CKB	HGNC:1991	-	0	 0.121	 0.155
CKLF	HGNC:13253	-	0	 0.112	 0.131
CKM	HGNC:1994	-	0	 0.100	 0.116
CKMT1A	HGNC:31736	-	0	 0.091	 0.103
CKMT1B	HGNC:1995	-	0	 0.095	 0.111
CKMT2	HGNC:1996	-	0	 0.105	 0.136
CKS1B	HGNC:19083	-	0	 0.126	 0.236
CKS2	HGNC:2000	-	0	 0.121	 0.196
CLASP1	HGNC:17088	-	0	 0.114	 0.193
CLASP2	HGNC:17078	-	0	 0.109	 0.177
CLASRP	HGNC:17731	-	0	 0.103	 0.121
CLC	HGNC:2014	-	0	 0.102	 0.117
CLCA1	HGNC:2015	-	0	 0.103	 0.122
CLCA2	HGNC:2016	-	0	 0.103	 0.111
CLCA4	HGNC:2018	-	0	 0.096	 0.108
CLCC1	HGNC:29675	-	0	 0.094	 0.107
CLCF1	HGNC:17412	-	0	 0.144	 0.143
CLCN1	HGNC:2019	-	0	 0.100	 0.119
CLCN2	HGNC:2020	-	0	 0.101	 0.125
CLCN3	HGNC:2021	-	0	 0.116	 0.141
CLCN4	HGNC:2022	-	0	 0.102	 0.124
CLCN5	HGNC:2023	-	0	 0.112	 0.148
CLCN6	HGNC:2024	-	0	 0.097	 0.115
CLCN7	HGNC:2025	-	0	 0.101	 0.116
CLCNKA	HGNC:2026	-	0	 0.102	 0.126
CLCNKB	HGNC:2027	-	0	 0.098	 0.112
CLDN1	HGNC:2032	-	0	 0.133	 0.151
CLDN10	HGNC:2033	-	0	 0.115	 0.134
CLDN11	HGNC:8514	-	0	 0.106	 0.120
CLDN12	HGNC:2034	-	0	 0.102	 0.121
CLDN14	HGNC:2035	-	0	 0.111	 0.127
CLDN15	HGNC:2036	-	0	 0.109	 0.124
CLDN16	HGNC:2037	-	0	 0.107	 0.106
CLDN17	HGNC:2038	-	0	 0.099	 0.100
CLDN18	HGNC:2039	-	0	 0.103	 0.108
CLDN19	HGNC:2040	-	0	 0.097	 0.107
CLDN2	HGNC:2041	-	0	 0.106	 0.108
CLDN20	HGNC:2042	-	0	 0.093	 0.089
CLDN22	HGNC:2044	-	0	 0.093	 0.098
CLDN23	HGNC:17591	-	0	 0.099	 0.105
CLDN24	HGNC:37200	-	0	 0.082	 0.085
CLDN25	HGNC:37218	-	0	 0.082	 0.085
CLDN3	HGNC:2045	-	0	 0.120	 0.136
CLDN4	HGNC:2046	-	0	 0.122	 0.128
CLDN5	HGNC:2047	-	0	 0.129	 0.148
CLDN6	HGNC:2048	-	0	 0.104	 0.112
CLDN7	HGNC:2049	-	0	 0.121	 0.136
CLDN8	HGNC:2050	-	0	 0.110	 0.119
CLDN9	HGNC:2051	-	0	 0.110	 0.117
CLDND1	HGNC:1322	-	0	 0.108	 0.129
CLDND2	HGNC:28511	-	0	 0.085	 0.091
CLEC10A	HGNC:16916	-	0	 0.110	 0.135
CLEC11A	HGNC:10576	-	0	 0.106	 0.137
CLEC12A	HGNC:31713	-	0	 0.086	 0.094
CLEC12B	HGNC:31966	-	0	 0.087	 0.092
CLEC14A	HGNC:19832	-	0	 0.090	 0.099
CLEC16A	HGNC:29013	-	3	 1.203	 1.137
CLEC17A	HGNC:34520	-	0	 0.082	 0.085
CLEC18A	HGNC:30388	-	0	 0.083	 0.085
CLEC18B	HGNC:33849	-	0	 0.082	 0.085
CLEC18C	HGNC:28538	-	0	 0.084	 0.091
CLEC19A	HGNC:34522	-	0	 0.082	 0.085
CLEC1A	HGNC:24355	-	0	 0.101	 0.109
CLEC1B	HGNC:24356	-	0	 0.106	 0.108
CLEC2A	HGNC:24191	-	0	 0.084	 0.089
CLEC2B	HGNC:2053	-	0	 0.130	 0.145
CLEC2D	HGNC:14351	-	0	 0.110	 0.130
CLEC2L	HGNC:21969	-	0	 0.085	 0.093
CLEC3A	HGNC:2052	-	0	 0.093	 0.111
CLEC3B	HGNC:11891	-	0	 0.109	 0.133
CLEC4A	HGNC:13257	-	0	 0.117	 0.126
CLEC4C	HGNC:13258	-	0	 0.090	 0.089
CLEC4D	HGNC:14554	-	0	 0.098	 0.106
CLEC4E	HGNC:14555	-	0	 0.105	 0.124
CLEC4F	HGNC:25357	-	0	 0.091	 0.103
CLEC4G	HGNC:24591	-	0	 0.091	 0.098
CLEC4M	HGNC:13523	-	0	 0.108	 0.116
CLEC5A	HGNC:2054	-	0	 0.107	 0.114
CLEC6A	HGNC:14556	-	0	 0.089	 0.096
CLEC7A	HGNC:14558	-	0	 0.128	 0.139
CLEC9A	HGNC:26705	-	0	 0.084	 0.088
CLECL1	HGNC:24462	-	1	 0.260	 0.263
CLGN	HGNC:2060	-	0	 0.106	 0.123
CLHC1	HGNC:26453	-	0	 0.087	 0.102
CLIC1	HGNC:2062	-	0	 0.121	 0.180
CLIC2	HGNC:2063	-	0	 0.109	 0.130
CLIC3	HGNC:2064	-	0	 0.102	 0.122
CLIC4	HGNC:13518	-	0	 0.129	 0.172
CLIC5	HGNC:13517	-	0	 0.105	 0.118
CLIC6	HGNC:2065	-	0	 0.093	 0.107
CLINT1	HGNC:23186	-	0	 0.111	 0.139
CLIP1	HGNC:10461	-	0	 0.123	 0.166
CLIP2	HGNC:2586	-	0	 0.109	 0.136
CLIP3	HGNC:24314	-	0	 0.112	 0.150
CLIP4	HGNC:26108	-	0	 0.106	 0.138
CLK1	HGNC:2068	-	0	 0.123	 0.166
CLK2	HGNC:2069	-	0	 0.105	 0.132
CLK3	HGNC:2071	-	0	 0.106	 0.131
CLK4	HGNC:13659	-	0	 0.106	 0.126
CLLU1	HGNC:29841	-	0	 0.086	 0.102
CLLU1OS	HGNC:24070	-	0	 0.084	 0.088
CLMN	HGNC:19972	-	0	 0.103	 0.134
CLMP	HGNC:24039	-	0	 0.093	 0.119
CLN3	HGNC:2074	-	1	 0.364	 0.316
CLN5	HGNC:2076	-	0	 0.113	 0.144
CLN6	HGNC:2077	-	0	 0.105	 0.117
CLN8	HGNC:2079	-	0	 0.108	 0.133
CLNK	HGNC:17438	-	1	 0.378	 0.235
CLNS1A	HGNC:2080	-	0	 0.109	 0.145
CLOCK	HGNC:2082	-	0	 0.130	 0.237
CLP1	HGNC:16999	-	0	 0.101	 0.129
CLPB	HGNC:30664	-	0	 0.096	 0.108
CLPP	HGNC:2084	-	0	 0.097	 0.110
CLPS	HGNC:2085	-	0	 0.105	 0.111
CLPSL1	HGNC:21251	-	0	 0.083	 0.086
CLPSL2	HGNC:21250	-	0	 0.083	 0.085
CLPTM1	HGNC:2087	-	0	 0.104	 0.118
CLPTM1L	HGNC:24308	-	1	 0.296	 0.274
CLPX	HGNC:2088	-	0	 0.103	 0.139
CLRN1	HGNC:12605	-	0	 0.091	 0.101
CLRN2	HGNC:33939	-	0	 0.082	 0.085
CLRN3	HGNC:20795	-	0	 0.092	 0.101
CLSPN	HGNC:19715	-	0	 0.099	 0.123
CLSTN1	HGNC:17447	-	0	 0.106	 0.121
CLSTN2	HGNC:17448	-	0	 0.099	 0.120
CLSTN3	HGNC:18371	-	0	 0.100	 0.126
CLTA	HGNC:2090	-	0	 0.121	 0.181
CLTB	HGNC:2091	-	0	 0.115	 0.141
CLTC	HGNC:2092	-	0	 0.140	 0.227
CLTCL1	HGNC:2093	-	0	 0.109	 0.140
CLU	HGNC:2095	-	1	 0.322	 0.234
CLUAP1	HGNC:19009	-	0	 0.097	 0.112
CLUH	HGNC:29094	-	0	 0.110	 0.139
CLUL1	HGNC:2096	-	0	 0.090	 0.093
CLVS1	HGNC:23139	-	0	 0.097	 0.126
CLVS2	HGNC:23046	-	0	 0.086	 0.096
CLYBL	HGNC:18355	-	0	 0.091	 0.104
CMA1	HGNC:2097	-	0	 0.104	 0.109
CMAS	HGNC:18290	-	0	 0.103	 0.134
CMBL	HGNC:25090	-	0	 0.096	 0.114
CMC1	HGNC:28783	-	0	 0.088	 0.100
CMC2	HGNC:24447	-	0	 0.098	 0.128
CMC4	HGNC:35428	-	0	 0.094	 0.103
CMIP	HGNC:24319	± LC-P	0	 0.096	 0.116
CMKLR1	HGNC:2121	-	0	 0.122	 0.130
CMPK1	HGNC:18170	-	0	 0.111	 0.136
CMPK2	HGNC:27015	-	0	 0.111	 0.129
CMSS1	HGNC:28666	-	0	 0.095	 0.118
CMTM1	HGNC:19172	-	0	 0.086	 0.095
CMTM2	HGNC:19173	-	0	 0.092	 0.100
CMTM3	HGNC:19174	-	0	 0.103	 0.123
CMTM4	HGNC:19175	-	0	 0.093	 0.106
CMTM5	HGNC:19176	-	0	 0.089	 0.104
CMTM6	HGNC:19177	-	0	 0.114	 0.132
CMTM7	HGNC:19178	-	0	 0.100	 0.114
CMTM8	HGNC:19179	-	0	 0.092	 0.100
CMTR1	HGNC:21077	-	0	 0.108	 0.129
CMTR2	HGNC:25635	-	0	 0.093	 0.110
CMYA5	HGNC:14305	-	0	 0.092	 0.118
CNBD1	HGNC:26663	-	0	 0.085	 0.088
CNBD2	HGNC:16145	-	0	 0.091	 0.106
CNBP	HGNC:13164	-	0	 0.111	 0.158
CNDP1	HGNC:20675	-	0	 0.089	 0.098
CNDP2	HGNC:24437	-	0	 0.103	 0.122
CNEP1R1	HGNC:26759	-	0	 0.093	 0.114
CNFN	HGNC:30183	-	0	 0.088	 0.099
CNGA1	HGNC:2148	-	0	 0.102	 0.118
CNGA2	HGNC:2149	-	0	 0.090	 0.096
CNGA3	HGNC:2150	-	0	 0.094	 0.112
CNGA4	HGNC:2152	-	0	 0.084	 0.091
CNGB1	HGNC:2151	-	0	 0.095	 0.109
CNGB3	HGNC:2153	-	0	 0.099	 0.117
CNIH1	HGNC:19431	-	0	 0.106	 0.127
CNIH2	HGNC:28744	-	0	 0.096	 0.111
CNIH3	HGNC:26802	-	0	 0.096	 0.106
CNIH4	HGNC:25013	-	0	 0.103	 0.124
CNKSR1	HGNC:19700	-	0	 0.108	 0.142
CNKSR2	HGNC:19701	-	0	 0.101	 0.115
CNKSR3	HGNC:23034	-	0	 0.101	 0.118
CNN1	HGNC:2155	-	0	 0.115	 0.147
CNN2	HGNC:2156	-	0	 0.116	 0.148
CNN3	HGNC:2157	-	0	 0.122	 0.182
CNNM1	HGNC:102	-	0	 0.095	 0.115
CNNM2	HGNC:103	-	2	 0.217	 0.238
CNNM3	HGNC:104	-	0	 0.098	 0.111
CNNM4	HGNC:105	-	0	 0.102	 0.117
CNOT1	HGNC:7877	-	0	 0.103	 0.119
CNOT10	HGNC:23817	-	0	 0.095	 0.098
CNOT11	HGNC:25217	-	0	 0.093	 0.109
CNOT2	HGNC:7878	-	0	 0.116	 0.137
CNOT3	HGNC:7879	-	0	 0.105	 0.116
CNOT4	HGNC:7880	-	0	 0.119	 0.132
CNOT6	HGNC:14099	-	0	 0.103	 0.117
CNOT6L	HGNC:18042	-	0	 0.106	 0.110
CNOT7	HGNC:14101	-	0	 0.131	 0.175
CNOT8	HGNC:9207	-	0	 0.110	 0.131
CNP	HGNC:2158	-	0	 0.120	 0.166
CNPPD1	HGNC:25220	-	0	 0.101	 0.119
CNPY1	HGNC:27786	-	0	 0.085	 0.090
CNPY2	HGNC:13529	-	0	 0.108	 0.137
CNPY3	HGNC:11968	-	0	 0.110	 0.119
CNPY4	HGNC:28631	-	0	 0.090	 0.099
CNR1	HGNC:2159	-	0	 0.127	 0.184
CNR2	HGNC:2160	-	0	 0.129	 0.150
CNRIP1	HGNC:24546	-	0	 0.102	 0.122
CNST	HGNC:26486	-	0	 0.094	 0.106
CNTD1	HGNC:26847	-	0	 0.094	 0.106
CNTD2	HGNC:25805	-	0	 0.092	 0.100
CNTF	HGNC:2169	-	0	 0.116	 0.112
CNTFR	HGNC:2170	-	0	 0.133	 0.168
CNTLN	HGNC:23432	-	0	 0.099	 0.126
CNTN1	HGNC:2171	-	0	 0.122	 0.159
CNTN2	HGNC:2172	-	0	 0.131	 0.160
CNTN3	HGNC:2173	-	0	 0.091	 0.104
CNTN4	HGNC:2174	-	0	 0.111	 0.134
CNTN5	HGNC:2175	-	0	 0.090	 0.100
CNTN6	HGNC:2176	-	0	 0.105	 0.146
CNTNAP1	HGNC:8011	-	0	 0.133	 0.230
CNTNAP2	HGNC:13830	-	0	 0.121	 0.132
CNTNAP3	HGNC:13834	-	0	 0.092	 0.109
CNTNAP3B	HGNC:32035	-	0	 0.090	 0.092
CNTNAP4	HGNC:18747	-	0	 0.094	 0.114
CNTNAP5	HGNC:18748	-	0	 0.090	 0.094
CNTRL	HGNC:1858	-	0	 0.101	 0.122
CNTROB	HGNC:29616	-	0	 0.095	 0.129
COA1	HGNC:21868	-	0	 0.092	 0.105
COA3	HGNC:24990	-	0	 0.101	 0.118
COA4	HGNC:24604	-	0	 0.093	 0.104
COA5	HGNC:33848	-	0	 0.089	 0.096
COA6	HGNC:18025	-	0	 0.091	 0.107
COA7	HGNC:25716	-	0	 0.099	 0.120
COASY	HGNC:29932	-	0	 0.105	 0.130
COBL	HGNC:22199	-	1	 0.384	 0.475
COBLL1	HGNC:23571	-	0	 0.111	 0.136
COCH	HGNC:2180	-	0	 0.112	 0.146
COG1	HGNC:6545	-	0	 0.091	 0.104
COG2	HGNC:6546	-	0	 0.105	 0.141
COG3	HGNC:18619	-	0	 0.098	 0.112
COG4	HGNC:18620	-	0	 0.094	 0.110
COG5	HGNC:14857	-	0	 0.096	 0.117
COG6	HGNC:18621	-	0	 0.091	 0.118
COG7	HGNC:18622	-	0	 0.098	 0.118
COG8	HGNC:18623	-	0	 0.092	 0.106
COIL	HGNC:2184	-	0	 0.106	 0.135
COL10A1	HGNC:2185	-	1	 0.211	 0.195
COL11A1	HGNC:2186	-	1	 0.437	 0.765
COL11A2	HGNC:2187	-	0	 0.107	 0.138
COL12A1	HGNC:2188	-	0	 0.114	 0.147
COL13A1	HGNC:2190	-	0	 0.134	 0.161
COL14A1	HGNC:2191	-	0	 0.110	 0.144
COL15A1	HGNC:2192	-	0	 0.126	 0.154
